"Area","Category",201612,201706,201712,201806,201809,201812,201903,201906,201909,201912,202003,202006,202012,202103,202106,202109,202112,202203,202206,202209,202212,202303,202306,202309,202312,202403,202406,202409,202412,202503,202506
"Total","Total",77.420000,101.820000,130.200000,154.510000,164.740000,174.460000,179.660000,185.590000,190.190000,204.300000,208.250000,215.820000,253.170000,258.500000,267.086000,277.826000,305.987000,317.979000,336.204000,358.067000,392.040000,425.222000,470.002000,520.394000,608.918000,659.500000,712.930000,772.250000,885.680000,945.440000,1098.510000
"Total","Utility-scale",67.100000,84.390000,100.540000,112.600000,117.940000,123.850000,126.250000,130.580000,131.490000,141.670000,143.900000,148.750000,174.840000,177.360000,180.032000,183.835000,198.479400,202.371000,209.424400,215.639000,234.420000,248.898000,271.774000,295.134000,354.481000,379.500000,403.420000,430.350000,510.890000,534.400000,605.950000
"Total","Total distributed",10.320000,17.430000,29.660000,41.910000,46.800000,50.610000,53.410000,55.010000,58.700000,62.630000,64.350000,67.070000,78.330000,81.140000,87.054000,93.991000,107.508000,115.608000,126.780000,142.427000,157.620000,176.324000,198.228000,225.260000,254.438000,280,309.510000,341.910000,374.780000,411.040000,492.560000
"Total","Households",,,,,,,,,,,,,,,,,,,,,,82.421000,95.024000,104.997000,115.797000,122.940000,131.840000,138.520000,145.150000,150.320000,179.660000
"Beijing","Total",0.240000,0.240000,0.250000,0.310000,0.360000,0.395000,0.420000,0.430000,0.460000,0.510000,0.590000,0.600000,0.610000,0.620000,0.653000,0.686000,0.801000,0.897000,0.910000,0.937000,0.953000,0.986000,1.018000,1.046000,1.084000,1.111000,1.140000,1.187000,1.303000,1.488000,1.813000
"Beijing","Utility-scale",0.050000,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000,,0.050000,0.051000,0.051000,0.051000,0.051000,0.051000,0.051000,0.051000,0.051000,0.051000,0.051000,0.051000,0.051000,0.051000,0.051000,0.081000,0.081000,0.081000
"Beijing","Total distributed",0.190000,0.190000,0.200000,0.260000,0.310000,0.345000,0.370000,0.380000,0.410000,0.460000,0.540000,0.550000,0.560000,0.570000,0.602000,0.635000,0.750000,0.846000,0.859000,0.886000,0.902000,0.935000,0.967000,0.995000,1.033000,1.060000,1.089000,1.136000,1.222000,1.407000,1.732000
"Beijing","Households",,,,,,,,,,,,,,,,,,,,,,0.300000,0.302000,0.323000,0.328000,0.334000,0.344000,0.364000,0.411000,0.410000,0.552000
"Tianjin","Total",0.600000,0.600000,0.680000,1.010000,1.050000,1.280000,1.320000,1.380000,1.400000,1.430000,1.480000,1.510000,1.640000,1.670000,1.696000,1.739000,1.778000,1.802000,1.906000,2.028000,2.206000,2.376000,3.264000,3.941000,4.895000,5.471000,6.087000,6.550000,7.241000,7.904000,9.483000
"Tianjin","Utility-scale",0.480000,0.480000,0.530000,0.790000,0.790000,0.970000,0.970000,1.020000,1.030000,1.040000,1.080000,1.100000,1.190000,1.200000,1.198000,1.188000,1.188500,1.188000,1.188000,1.188000,1.217000,1.222000,1.921000,2.367000,2.992000,3.091000,3.198000,3.260000,3.513000,3.807000,4.325000
"Tianjin","Total distributed",0.120000,0.120000,0.150000,0.220000,0.260000,0.310000,0.350000,0.360000,0.370000,0.390000,0.400000,0.410000,0.450000,0.470000,0.498000,0.550000,0.589000,0.614000,0.718000,0.840000,0.989000,1.154000,1.343000,1.574000,1.904000,2.380000,2.889000,3.290000,3.729000,4.098000,5.158000
"Tianjin","Households",,,,,,,,,,,,,,,,,,,,,,0.227000,0.301000,0.317000,0.348000,0.383000,0.429000,0.460000,0.475000,0.479000,0.720000
"Hebei","Total",4.430000,6.020000,8.680000,10.700000,11.270000,12.340000,12.710000,13.190000,13.630000,14.750000,14.950000,15.710000,21.890000,22.180000,23.656000,25.584000,29.213000,31.021000,33.366000,36.736000,38.553000,40.115000,41.715000,43.443000,54.164000,57.120000,59.846000,61.878000,72.024000,74.350000,80.729000
"Hebei","Utility-scale",4.040000,5.120000,6.610000,7.650000,7.920000,8.560000,8.690000,8.990000,9.070000,9.610000,9.780000,10.180000,14.430000,14.560000,14.801000,15.241000,16.588400,17.401000,17.995000,19.168000,19.941000,20.388000,20.974000,21.783000,30.238000,32.103000,33.262000,34.096000,42.941000,44.256000,47.031000
"Hebei","Total distributed",0.390000,0.900000,2.070000,3.050000,3.350000,3.780000,4.020000,4.200000,4.560000,5.140000,5.170000,5.530000,7.460000,7.620000,8.855000,10.343000,12.625000,13.620000,15.370000,17.568000,18.612000,19.727000,20.742000,21.660000,23.926000,25.016000,26.584000,27.782000,29.083000,30.095000,33.698000
"Hebei","Households",,,,,,,,,,,,,,,,,,,,,,15.440000,16.001000,16.661000,17.304000,17.737000,18.294000,18.628000,18.881000,19.024000,19.589000
"Shanxi","Total",2.970000,3.700000,5.910000,7.080000,8.040000,8.640000,8.900000,9.760000,10.010000,10.880000,11.170000,11.980000,13.080000,13.110000,13.372000,13.602000,14.577000,14.808000,15.224000,15.732000,16.957000,17.918000,19.111000,21.518000,24.905000,26.423000,28.431000,30.977000,34.768000,37.694000,47.494000
"Shanxi","Utility-scale",2.840000,3.360000,5.300000,5.970000,6.480000,6.810000,7.020000,7.850000,8.010000,8.570000,8.960000,9.630000,10.260000,10.270000,10.386000,10.410000,11.018400,11.118000,11.337000,11.536000,12.570000,13.216000,13.902000,15.557000,18.241000,19.276000,20.338000,22.135000,25.009000,26.929000,33.326000
"Shanxi","Total distributed",0.130000,0.340000,0.610000,1.110000,1.560000,1.830000,1.880000,1.910000,2,2.310000,2.210000,2.350000,2.820000,2.840000,2.986000,3.191000,3.559000,3.690000,3.887000,4.196000,4.387000,4.703000,5.209000,5.961000,6.664000,7.147000,8.092000,8.842000,9.759000,10.765000,14.168000
"Shanxi","Households",,,,,,,,,,,,,,,,,,,,,,3.102000,3.508000,4.172000,4.680000,5.126000,5.515000,5.763000,5.975000,6.163000,6.879000
"Inner Mongolia","Total",6.360000,6.960000,7.430000,8.480000,8.800000,9.450000,9.880000,9.780000,9.900000,10.810000,11.280000,11.310000,12.380000,12.600000,13.093000,13.318000,14.020000,14.250000,14.402000,14.567000,15.508000,17.142000,17.676000,18.116000,22.964000,26.818000,28.221000,29.074000,48.109000,48.536000,49.961000
"Inner Mongolia","Utility-scale",6.360000,6.950000,7.410000,8.390000,8.700000,9.130000,9.550000,9.560000,9.580000,10,10.440000,10.480000,11.400000,11.690000,12.133000,12.285000,12.995000,13.192000,13.332000,13.433000,14.296000,15.813000,16.238000,16.505000,21.165000,24.716000,25.772000,26.242000,45.027000,45.319000,45.661000
"Inner Mongolia","Total distributed",0,0.010000,0.020000,0.090000,0.100000,0.320000,0.330000,0.220000,0.320000,0.810000,0.840000,0.830000,0.980000,0.910000,0.960000,1.032000,1.025000,1.058000,1.070000,1.134000,1.212000,1.329000,1.438000,1.611000,1.799000,2.102000,2.449000,2.832000,3.081000,3.217000,4.301000
"Inner Mongolia","Households",,,,,,,,,,,,,,,,,,,,,,0.588000,0.654000,0.432000,0.539000,0.683000,0.971000,1.221000,1.339000,1.445000,1.697000
"Liaoning","Total",0.520000,1.280000,2.230000,2.590000,2.900000,3.020000,3.050000,3.100000,3.200000,3.440000,3.470000,3.690000,4,4.040000,4.121000,4.233000,4.775000,4.971000,5.067000,5.474000,6.006000,6.794000,7.424000,8.674000,9.577000,10.376000,11.068000,11.621000,12.139000,12.646000,14.953000
"Liaoning","Utility-scale",0.360000,1.040000,1.840000,1.900000,2.140000,2.190000,2.200000,2.220000,2.280000,2.460000,2.470000,2.680000,,2.820000,2.848000,2.862000,3.175000,3.214000,3.258000,3.525000,3.813000,4.233000,4.422000,5.034000,5.215000,5.319000,5.351000,5.356000,5.421000,5.501000,6.091000
"Liaoning","Total distributed",0.160000,0.240000,0.390000,0.690000,0.760000,0.830000,0.850000,0.880000,0.920000,0.980000,1,1.010000,1.180000,1.220000,1.273000,1.371000,1.600000,1.756000,1.809000,1.949000,2.193000,2.561000,3.002000,3.640000,4.362000,5.056000,5.717000,6.265000,6.718000,7.145000,8.862000
"Liaoning","Households",,,,,,,,,,,,,,,,,,,,,,1.059000,1.371000,1.644000,2.180000,2.660000,3.133000,3.418000,3.597000,3.747000,4.193000
"Jilin","Total",0.560000,1.160000,1.590000,1.980000,2.010000,2.650000,2.680000,2.710000,2.730000,2.740000,2.740000,3.260000,,3.380000,3.383000,3.413000,3.459000,3.652000,3.653000,3.810000,3.866000,4.020000,4.056000,4.199000,4.598000,4.825000,5.117000,5.426000,5.830000,6.165000,6.875000
"Jilin","Utility-scale",0.510000,0.960000,1.080000,1.410000,1.410000,2.030000,2.030000,2.050000,2.050000,2.050000,2.050000,2.550000,,2.620000,2.618000,2.628000,2.657900,2.751000,2.751000,2.901000,2.946000,3.041000,3.051000,3.121000,3.401000,3.471000,3.601000,3.701000,3.820000,3.927000,4.277000
"Jilin","Total distributed",0.050000,0.200000,0.510000,0.570000,0.600000,0.620000,0.650000,0.660000,0.680000,0.690000,0.690000,0.710000,0.760000,0.760000,0.765000,0.785000,0.801000,0.901000,0.902000,0.909000,0.920000,0.979000,1.004000,1.077000,1.196000,1.354000,1.516000,1.725000,2.010000,2.237000,2.597000
"Jilin","Households",,,,,,,,,,,,,,,,,,,,,,0.236000,0.265000,0.334000,0.425000,0.523000,0.661000,0.872000,1.072000,1.260000,1.516000
"Heilongjiang","Total",0.160000,0.650000,0.940000,1.750000,1.950000,2.145000,2.160000,2.210000,2.220000,2.740000,2.750000,2.870000,3.180000,3.390000,3.389000,3.403000,4.198000,4.222000,4.327000,4.393000,4.753000,4.823000,5.036000,5.327000,5.649000,5.781000,6.140000,6.324000,7.171000,7.477000,8.585000
"Heilongjiang","Utility-scale",0.110000,0.590000,0.710000,1.350000,1.370000,1.410000,1.410000,1.450000,1.450000,1.950000,1.950000,2.050000,2.350000,2.550000,2.550000,2.550000,3.299900,3.300000,3.400000,3.400000,3.669000,3.669000,3.718000,3.835000,3.961000,3.961000,4.161000,4.161000,4.711000,4.811000,5.005000
"Heilongjiang","Total distributed",0.050000,0.060000,0.230000,0.400000,0.580000,0.735000,0.750000,0.760000,0.770000,0.790000,0.800000,0.820000,0.830000,0.840000,0.839000,0.853000,0.898000,0.922000,0.927000,0.993000,1.084000,1.154000,1.318000,1.492000,1.688000,1.820000,1.979000,2.163000,2.459000,2.666000,3.580000
"Heilongjiang","Households",,,,,,,,,,,,,,,,,,,,,,0.133000,0.203000,0.295000,0.368000,0.439000,0.514000,0.589000,0.660000,0.698000,1.406000
"Shanghai","Total",0.360000,0.470000,0.580000,0.770000,0.850000,0.880000,0.970000,1,1.040000,1.080000,1.140000,1.170000,1.370000,1.430000,1.510000,1.558000,1.683000,1.725000,1.733000,1.798000,1.948000,2.120000,2.321000,2.561000,2.894000,3.083000,3.360000,3.659000,4.114000,4.441000,5.455000
"Shanghai","Utility-scale",0.020000,0.020000,0.020000,0.040000,0.060000,0.056000,0.060000,0.060000,0.060000,0.060000,0.060000,0.060000,,0.200000,0.241000,0.241000,0.240900,0.241000,0.240000,0.240000,0.240000,0.240000,0.368000,0.398000,0.398000,0.398000,0.398000,0.398000,0.398000,0.423000,0.549000
"Shanghai","Total distributed",0.340000,0.450000,0.560000,0.730000,0.790000,0.824000,0.910000,0.940000,0.980000,1.020000,1.080000,1.110000,1.170000,1.230000,1.269000,1.318000,1.442000,1.484000,1.493000,1.558000,1.709000,1.880000,1.953000,2.163000,2.496000,2.685000,2.962000,3.261000,3.716000,4.018000,4.906000
"Shanghai","Households",,,,,,,,,,,,,,,,,,,,,,0.198000,0.203000,0.208000,0.213000,0.215000,0.219000,0.224000,0.230000,0.234000,0.256000
"Jiangsu","Total",5.450000,7.870000,9.070000,11.470000,12.370000,13.330000,13.690000,14.050000,14.450000,14.860000,15.130000,15.990000,16.830000,17.230000,17.646000,18.123000,19.160000,20.384000,21.309000,22.768000,25.085000,27.652000,30.706000,34.228000,39.280000,44.208000,50.033000,54.830000,61.647000,68.314000,83.721000
"Jiangsu","Utility-scale",3.730000,5.590000,5.830000,6.740000,7.180000,7.920000,7.950000,8.130000,8.150000,8.210000,8.210000,8.830000,8.960000,9.100000,9.097000,9.097000,9.410800,9.471000,9.524000,9.511000,9.533000,9.889000,9.992000,10.292000,11.558000,12.036000,12.833000,13.362000,15.950000,17.931000,24.263000
"Jiangsu","Total distributed",1.720000,2.280000,3.240000,4.730000,5.190000,5.410000,5.740000,5.920000,6.300000,6.650000,6.920000,7.160000,7.870000,8.130000,8.549000,9.025000,9.749000,10.913000,11.785000,13.257000,15.552000,17.763000,20.714000,23.936000,27.722000,32.171000,37.200000,41.468000,45.697000,50.384000,59.457000
"Jiangsu","Households",,,,,,,,,,,,,,,,,,,,,,3.901000,5.118000,6.522000,8.593000,10.626000,13.645000,15.280000,17.011000,18.292000,19.985000
"Zhejiang","Total",3.390000,5.990000,8.140000,9.930000,10.890000,11.380000,12.110000,12.360000,12.760000,13.390000,13.750000,14.090000,15.170000,15.540000,16.216000,16.652000,18.418000,19.818000,21.289000,23.441000,25.390000,26.851000,28.560000,31.003000,33.566000,35.970000,38.780000,42.287000,47.275000,50.713000,59.472000
"Zhejiang","Utility-scale",1.310000,2.660000,3.150000,3.300000,3.610000,3.620000,3.900000,3.930000,3.930000,4.140000,4.180000,4.280000,,4.500000,4.867000,4.919000,5.770300,5.772000,5.918000,5.926000,6.134000,6.263000,6.337000,6.450000,6.671000,6.862000,7.139000,7.354000,8.339000,8.466000,10.037000
"Zhejiang","Total distributed",2.080000,3.330000,4.990000,6.630000,7.280000,7.760000,8.210000,8.430000,8.830000,9.250000,9.570000,9.810000,10.670000,11.040000,11.349000,11.733000,12.648000,14.046000,15.371000,17.515000,19.255000,20.588000,22.223000,24.553000,26.896000,29.108000,31.641000,34.933000,38.936000,42.246000,49.435000
"Zhejiang","Households",,,,,,,,,,,,,,,,,,,,,,3.300000,3.354000,2.212000,2.368000,2.535000,2.961000,3.589000,4.442000,5.297000,5.850000
"Anhui","Total",3.450000,6.360000,8.880000,10.410000,10.690000,11.180000,11.380000,11.540000,11.690000,12.540000,12.570000,12.720000,13.740000,14.210000,14.595000,15.113000,17.068000,17.739000,18.654000,20.224000,21.540000,23.888000,26.893000,29.361000,32.231000,34.325000,37.276000,40.267000,43.113000,46.848000,53.751000
"Anhui","Utility-scale",2.670000,4.200000,5.650000,6.360000,6.540000,6.770000,6.890000,6.980000,6.990000,7.730000,7.730000,7.740000,8.290000,8.440000,8.617000,8.678000,9.470200,9.898000,10.122000,10.571000,10.638000,10.937000,11.497000,11.836000,12.859000,13.166000,13.692000,14.078000,14.419000,14.934000,15.564000
"Anhui","Total distributed",0.780000,2.160000,3.230000,4.050000,4.150000,4.410000,4.490000,4.560000,4.700000,4.810000,4.840000,4.980000,5.450000,5.770000,5.978000,6.435000,7.598000,7.840000,8.531000,9.653000,10.903000,12.951000,15.396000,17.525000,19.371000,21.159000,23.585000,26.189000,28.693000,31.913000,38.187000
"Anhui","Households",,,,,,,,,,,,,,,,,,,,,,6.002000,7.433000,8.955000,9.696000,10.355000,11.437000,12.436000,13.492000,14.330000,17.451000
"Fujian","Total",0.270000,0.480000,0.920000,1.230000,1.380000,1.480000,1.570000,1.570000,1.630000,1.690000,1.730000,1.790000,2.020000,2.110000,2.224000,2.460000,2.770000,3.057000,3.401000,4.022000,4.649000,5.549000,6.491000,7.593000,8.745000,9.743000,10.555000,11.290000,12.583000,13.489000,15.898000
"Fujian","Utility-scale",0.110000,0.230000,0.340000,0.360000,0.360000,0.370000,0.400000,0.400000,0.380000,0.380000,0.380000,0.380000,0.380000,0.390000,0.392000,0.392000,0.391600,0.392000,0.392000,0.392000,0.392000,0.392000,0.392000,0.442000,0.442000,0.447000,0.552000,0.552000,0.765000,0.867000,1.071000
"Fujian","Total distributed",0.160000,0.250000,0.580000,0.870000,1.020000,1.110000,1.170000,1.170000,1.250000,1.310000,1.350000,1.410000,1.640000,1.720000,1.832000,2.068000,2.379000,2.666000,3.009000,3.631000,4.258000,5.158000,6.099000,7.151000,8.304000,9.296000,10.003000,10.738000,11.818000,12.622000,14.827000
"Fujian","Households",,,,,,,,,,,,,,,,,,,,,,2.085000,2.541000,2.954000,3.414000,3.621000,3.776000,3.871000,3.949000,4.004000,5.694000
"Jiangxi","Total",2.280000,3.250000,4.500000,4.930000,5.260000,5.360000,5.550000,5.670000,5.760000,6.300000,6.440000,6.780000,7.760000,7.850000,8.201000,8.419000,9.111000,9.422000,10.134000,10.785000,12.019000,13.625000,15.438000,17.384000,19.931000,21.199000,23.069000,24.826000,25.639000,26.245000,27.694000
"Jiangxi","Utility-scale",1.720000,2.350000,2.770000,2.860000,2.900000,2.940000,3,3.110000,3.160000,3.670000,3.690000,3.940000,4.770000,4.780000,5.034000,5.084000,5.519500,5.689000,6.088000,6.373000,6.951000,7.516000,7.859000,8.262000,9.811000,10.526000,12.099000,13.470000,13.745000,13.755000,13.935000
"Jiangxi","Total distributed",0.560000,0.900000,1.730000,2.070000,2.360000,2.420000,2.550000,2.560000,2.600000,2.630000,2.750000,2.840000,2.990000,3.070000,3.167000,3.336000,3.592000,3.733000,4.046000,4.412000,5.067000,6.108000,7.579000,9.122000,10.121000,10.673000,10.971000,11.356000,11.894000,12.491000,13.759000
"Jiangxi","Households",,,,,,,,,,,,,,,,,,,,,,2.363000,3.508000,4.999000,5.593000,5.902000,6,6.163000,6.481000,6.767000,7.508000
"Shandong","Total",4.550000,6.090000,10.520000,12.510000,13.140000,13.610000,13.960000,14.370000,15.410000,16.190000,16.470000,18.010000,22.750000,23.800000,26.060000,28.683000,33.434000,34.934000,37.145000,39.589000,42.699000,45.509000,49.458000,52.285000,56.925000,60.155000,63.537000,67.400000,76.134000,80.643000,91.184000
"Shandong","Utility-scale",3.360000,3.670000,5.800000,6.070000,6.280000,6.480000,6.540000,6.520000,6.610000,6.770000,6.790000,7.390000,8.100000,8.540000,8.667000,8.952000,10.089700,10.240000,10.388000,10.732000,12.497000,12.340000,13.741000,14.068000,15.937000,16.691000,17.772000,19.274000,25.929000,27.682000,31.893000
"Shandong","Total distributed",1.190000,2.420000,4.720000,6.440000,6.860000,7.130000,7.420000,7.850000,8.800000,9.420000,9.680000,10.620000,14.650000,15.260000,17.393000,19.731000,23.344000,24.694000,26.758000,28.858000,30.202000,33.170000,35.716000,38.217000,40.988000,43.464000,45.765000,48.126000,50.206000,52.961000,59.291000
"Shandong","Households",,,,,,,,,,,,,,,,,,,,,,21.717000,23.221000,24.478000,25.607000,26.290000,26.992000,27.289000,27.649000,27.838000,28.782000
"Henan","Total",2.850000,4.650000,7.030000,9.180000,9.620000,9.910000,10.040000,10.120000,10.350000,10.540000,10.710000,10.890000,11.740000,11.990000,12.711000,13.738000,15.556000,16.383000,18.664000,20.960000,23.330000,26.624000,30.923000,34.061000,37.314000,38.792000,40.420000,42.552000,43.491000,45.736000,50.672000
"Henan","Utility-scale",2.480000,3.870000,5.300000,5.850000,5.850000,6,6,6,6,6,6,6,6.040000,6.060000,6.059000,6.199000,6.258000,6.258000,6.288000,6.288000,6.288000,6.388000,6.438000,6.438000,6.374000,6.300000,6.300000,6.300000,6.300000,6.568000,6.775000
"Henan","Total distributed",0.370000,0.780000,1.730000,3.330000,3.770000,3.910000,4.040000,4.120000,4.350000,4.540000,4.710000,4.890000,5.700000,5.930000,6.652000,7.539000,9.298000,10.125000,12.376000,14.672000,17.042000,20.236000,24.485000,27.623000,30.940000,32.493000,34.120000,36.253000,37.191000,39.169000,43.897000
"Henan","Households",,,,,,,,,,,,,,,,,,,,,,15.078000,18.661000,20.838000,22.313000,22.666000,22.812000,23.056000,23.178000,23.299000,25.071000
"Hubei","Total",1.870000,2.700000,4.140000,4.610000,5.040000,5.100000,5.480000,5.510000,5.550000,6.210000,6.380000,6.470000,6.970000,7.070000,7.352000,8.217000,9.526000,10.194000,10.894000,11.328000,13.157000,15.983000,18.833000,21.990000,24.873000,27.001000,29.265000,32.061000,35.100000,37.793000,42.828000
