"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.016800,0.000700,0.004200,
1962,0.012900,0.000600,0.003600,
1963,0.011000,0.000800,0.003800,
1964,0.012800,0.000800,0.003600,
1965,0.010000,0.001200,0.004600,
1966,0.009100,0.001000,0.004200,
1967,0.011000,0.001500,0.004400,
1968,0.007400,0.001400,0.003800,
1969,0.005700,0.001400,0.004600,
1970,0.005700,0.002200,0.004400,0.000400
1971,0.008000,0.001800,0.004600,0.000300
1972,0.006700,0.002400,0.006400,0.000600
1973,0.005900,0.002600,0.007000,0.000700
1974,0.010100,0.003200,0.009800,0.001000
1975,0.007200,0.003500,0.007400,0.000600
1976,0.010500,0.004100,0.009600,0.001300
1977,0.012300,0.004700,0.012600,0.002000
1978,0.010600,0.005300,0.012200,0.001100
1979,0.016400,0.004100,0.010400,0.001900
1980,0.008600,0.003000,0.010400,0.002900
1981,0.008600,0.002100,0.010400,0.002400
1982,0.005700,0.004000,0.010400,0.001000
1983,0.007800,0.003000,0.009800,0.000800
1984,0.007200,0.003300,0.009400,0.000800
1985,0.012200,0.004700,0.011200,0.001200
1986,0.007900,0.006500,0.016200,0.001200
1987,0.011400,0.006500,0.011400,0.001700
1988,0.013600,0.007800,0.035200,0.001700
1989,0.070900,0.009300,0.032400,0.014500
1990,0.049000,0.009400,0.034600,
1991,0.030300,0.008500,0.039200,0.023788
1992,0.030197,0.017595,0.043862,0.026240
1993,0.042500,0.016200,0.047200,0.007540
1994,0.028200,0.050800,0.061200,0.009400
1995,0.029700,0.026300,0.061000,0.003100
1996,0.028200,0.026100,0.072800,0.009000
1997,0.008211,0.013102,0.023444,0.004330
1998,0.042400,0.027935,0.080372,0.007271
1999,0.039600,0.035200,0.084400,0.015641
2000,0.037000,0.022900,0.080200,0.014441
2001,0.045300,0.042100,0.077200,0.009000
2002,0.042600,0.050500,0.077300,0.006700
2003,0.038115,0.053491,0.078568,0.010688
2004,0.064871,0.059725,0.095222,0.019863
2005,0.064871,0.059725,0.095222,0.019863
2006,0.051700,0.048000,0.080610,0.019863
2007,0.077084,0.061101,0.078800,0.003726
2008,0.025297,0.024754,0.085570,0.003676
2009,0.016946,0.020149,0.078526,0.002714
2010,0.050330,0.035757,0.091098,0.027434
2011,0.032820,0.038506,0.080116,0.015325
2012,0.040879,0.041142,0.104968,0.016320
2013,0.022212,0.037087,0.081954,0.010216
2014,0.029164,0.031495,0.081274,0.029247
2015,0.022750,0.025347,0.056882,0.004962
2016,0.045523,0.030118,0.080426,0.008422
2017,0.033026,0.039523,0.087270,0.010992
2018,0.052368,0.056989,0.088448,0.031659
2019,0.104126,0.053075,0.084342,0.045467
2020,0.075966,0.051809,0.061456,0.022324
2021,0.045958,0.074633,0.075902,0.008675
2022,0.070610,0.081498,0.072322,0.019392
2023,0.068297,0.079729,0.063842,0.004100
