"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
2000,535.231412,90.112273,0,386.289361,58.829778,
2001,310.961720,96.548753,0,146.120597,60.288920,8.003450
2002,310.446903,97.483433,0,144.879716,62.312534,5.771220
2003,308.238583,96.987773,0,144.879716,63.625105,2.745990
2004,315.772544,99.493651,,144.879716,65.756268,5.642910
2005,316.077689,101.227580,0,144.879716,65.085059,4.885335
2006,320.828122,106.689302,0,144.879716,64.749144,4.509960
2007,313.914903,106.180247,0,139.903841,67.830816,
2008,327.942356,116.689619,0,144.875500,66.377237,
2009,327.161386,111.656095,0,144.875500,70.629792,
2010,309.545754,93.880244,0,143.764967,71.900542,
2011,339.364757,116.649091,0,150.807195,71.908471,
2012,376.710769,118.140462,0,186.725077,71.845230,
2013,386.820899,121.576402,0,191.869659,73.374838,
2014,412.192947,119.505734,0,217.704945,74.462658,0.519610
2015,437.510855,125.861638,0,237.066240,74.582977,
2016,394.761795,126.512440,0,193.897879,74.351476,
2017,416.474200,140.425273,0,193.617317,75.113260,7.318350
2018,374.529218,140.302144,0,158.131939,76.095135,
2019,380.578427,140.580965,0,162.774834,77.222627,
2020,362.195455,131.367341,0,154.271756,76.556359,
2021,397.922484,129.652433,0,191.930617,76.339435,
2022,383.177883,127.985361,0,175.746331,79.446192,
