"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,-21.269806,4.031609,5.761797,1.970552,0.049703,-33.083467
1991,-21.045108,4.171688,5.714575,1.989022,0.092453,-33.012845
1992,-20.882893,4.352997,5.652429,2.010223,0.129297,-33.027839
1993,-21.024388,4.598510,5.183562,1.944507,0.161127,-32.912094
1994,-20.302554,4.781988,5.579265,1.957773,0.188700,-32.810280
1995,-20.089601,5.020294,5.299879,1.952793,0.212659,-32.575226
1996,-19.730004,5.167892,5.385104,1.985377,0.233553,-32.501929
1997,-19.372220,5.433867,5.326161,2.012484,0.251846,-32.396578
1998,-19.137298,5.636072,5.148503,2.024598,0.267933,-32.214404
1999,-19.033993,5.939167,4.759511,2.017710,0.282152,-32.032533
2000,-18.249951,6.159081,4.860222,2.051245,0.463777,-31.784277
2001,-17.382567,6.419472,5.049783,2.096709,0.440869,-31.389400
2002,-16.141496,6.617039,5.450932,2.553605,0.421868,-31.184941
2003,-14.400267,6.903886,6.116937,3.011136,0.315636,-30.747861
2004,-13.374837,7.243288,6.316781,3.052806,0.321378,-30.309091
2005,-15.718551,8.042274,6.511787,3.088206,0.301174,-33.661992
2006,-15.473194,7.874182,6.527993,3.093396,0.320813,-33.289578
2007,-11.422141,9.601333,6.703096,3.117463,0.316101,-31.160134
2008,-7.874348,9.640979,6.845455,3.156638,0.323118,-27.840538
2009,-9.904889,8.856602,7.060865,2.961297,0.320077,-29.103729
2010,-4.501636,8.833470,7.229444,3.132558,0.351182,-24.048290
2011,-5.457672,9.493928,7.434676,3.130264,0.370503,-25.887042
2012,-5.094942,9.871656,7.716996,3.015207,0.410918,-26.109720
2013,-4.011031,9.867783,7.860369,2.766221,0.386218,-24.891621
2014,3.713859,10.434492,8.015156,2.847636,0.437204,-18.020630
2015,7.134195,11.041531,8.106169,2.769424,0.466637,-15.249565
2016,24.558714,10.626848,8.104718,2.839061,0.512601,2.475487
2017,10.150587,9.545452,8.011028,2.886929,0.565218,-10.858040
2018,14.616046,9.660345,8.158705,3.007320,0.648606,-6.858930
2019,11.388981,10.255122,8.233531,2.974000,0.745428,-10.819099
2020,21.794798,9.633382,8.263515,2.804187,0.781887,0.311828
2021,14.148783,10.968318,8.241708,2.723987,0.801293,-8.586523
2022,20.591958,11.748282,8.121416,2.965595,0.900493,-3.143828
