"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,-21.269806,4.048280,0.381038,6.419431,0.964911,-33.083467
1991,-21.045108,4.185047,0.425625,6.377331,0.979734,-33.012845
1992,-20.882893,4.333829,0.492551,6.313333,1.005233,-33.027839
1993,-21.024388,4.494031,0.595908,5.766552,1.031215,-32.912094
1994,-20.302554,4.665285,0.653264,6.135400,1.053778,-32.810280
1995,-20.089601,4.847434,0.693460,5.856317,1.088414,-32.575226
1996,-19.730004,5.040541,0.699852,5.897406,1.134125,-32.501929
1997,-19.372220,5.244878,0.772073,5.822229,1.185177,-32.396578
1998,-19.137298,5.460932,0.778479,5.621051,1.216643,-32.214404
1999,-19.033993,5.689401,0.869304,5.202187,1.237649,-32.032533
2000,-18.249951,5.931224,1.045633,5.238259,1.319210,-31.784277
2001,-17.382567,6.187476,1.048396,5.399183,1.371779,-31.389400
2002,-16.141496,6.459338,0.978433,6.184461,1.421212,-31.184941
2003,-14.400267,6.748885,0.898647,7.257449,1.442613,-30.747861
2004,-13.374837,7.058640,0.965263,7.393901,1.516450,-30.309091
2005,-15.718551,7.901394,0.946578,7.548926,1.546543,-33.661992
2006,-15.473194,7.647720,1.077640,7.486534,1.604490,-33.289578
2007,-11.422141,9.377856,1.104909,7.601000,1.654228,-31.160134
2008,-7.874348,9.439615,1.125345,7.713271,1.687959,-27.840538
2009,-9.904889,8.679639,1.093515,7.700000,1.725686,-29.103729
2010,-4.501636,8.696535,1.100713,7.932808,1.816597,-24.048290
2011,-5.457672,9.327185,1.188646,8.010428,1.903111,-25.887042
2012,-5.094942,9.624477,1.327648,8.057987,2.004667,-26.109720
2013,-4.011031,9.636954,1.234384,7.946119,2.063134,-24.891621
2014,3.713859,10.251526,1.257644,8.107768,2.117552,-18.020630
2015,7.134195,10.883276,1.281059,8.050535,2.168890,-15.249565
2016,24.558714,10.408754,1.349433,8.071617,2.253422,2.475487
2017,10.150587,9.052721,1.399022,8.209360,2.347525,-10.858040
2018,14.616046,9.182977,1.502660,8.371893,2.417446,-6.858930
2019,11.388981,9.824866,1.581998,8.336642,2.464575,-10.819099
2020,21.794798,9.150980,1.619401,8.246039,2.466551,0.311828
2021,14.148783,10.290933,1.761185,8.158583,2.524605,-8.586523
2022,20.591958,10.879585,2.004524,8.285613,2.566064,-3.143828
