"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1990,-33.167267,-0.567935,0.354136,0,0.249592,0,0.048008,0
1991,-33.147480,-0.569975,0.404955,0,0.254283,0,0.045372,0
1992,-33.127720,-0.570934,0.463840,0,0.259343,0,-0.052368,0
1993,-33.107882,-0.570562,0.532110,0,0.264772,0,-0.030532,0
1994,-33.087949,-0.568551,0.611301,0,0.270575,0,-0.035656,0
1995,-33.067906,-0.564524,0.703209,0,0.276763,0,0.077232,0
1996,-33.047734,-0.558010,0.809934,0,0.283350,0,0.010531,0
1997,-33.027411,-0.548426,0.933931,0,0.290355,0,-0.045027,0
1998,-33.006913,-0.535043,1.078074,0,0.297802,0,-0.048324,0
1999,-32.986215,-0.516949,1.245731,0,0.305722,0,-0.080822,0
2000,-32.965291,-0.492990,1.440846,0,0.314150,0,-0.080992,0
2001,-32.944116,-0.461711,1.668047,0,0.323132,0,0.025249,0
2002,-32.922667,-0.421265,1.932765,0,0.332719,0,-0.106492,0
2003,-32.900931,-0.369307,2.241378,0,0.342976,0,-0.061977,0
2004,-32.878904,-0.302863,2.601383,0,0.353978,0,-0.082686,0
2005,-36.036577,-0.193302,2.576451,0,0.024552,0,-0.033116,0
2006,-36.903819,0.669971,2.966854,0,0.029885,0,-0.052469,0
2007,-36.341957,0.708531,4.145839,0,0.324995,0,0.002458,0
2008,-36.240735,1.590177,6.656915,0,0.132300,0,0.020806,0
2009,-36.370211,0.706595,6.111569,0,0.379588,0,0.068729,0
2010,-35.591552,0.529938,10.190149,0.023012,0.683192,0,0.116971,0
2011,-35.951006,1.832059,7.882642,0.010230,0.310936,0,0.028097,0
2012,-36.419461,1.626706,7.773361,0.251688,0.514708,0,0.143277,0
2013,-34.912880,1.016111,8.216349,0.024602,0.664224,0,0.099973,0
2014,-33.104514,4.038364,10.379664,0.024602,0.583234,0,0.058021,0
2015,-30.114502,2.589215,11.771188,0.043879,0.420971,0,0.039685,0
2016,-24.866818,1.686699,25.096223,0.032916,0.499228,0,0.027240,0
2017,-29.506475,1.526189,16.598090,0.032916,0.655544,0,-0.164304,0
2018,-28.082930,1.855716,18.438937,0.127184,0.955958,0,-0.153795,0
2019,-30.294342,0.339586,18.114546,0.306144,0.639065,0,0.075902,0
2020,-27.919636,1.293480,24.997740,1.025940,0.843053,0,0.071251,0
2021,-30.036510,-0.404023,20.802542,0.287780,0.804266,0,-0.040578,0
2022,-25.923110,0.830281,20.503620,0.490393,0.954986,0,,0
