"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,4.048280,1.194890,0.810936,1.428408,0.614047,0,,
1991,4.185047,1.271615,0.784030,1.522425,0.606977,0,,
1992,4.333829,1.348519,0.766369,1.616444,0.602496,0,,
1993,4.494031,1.425623,0.757266,1.710465,0.600677,0,,
1994,4.665285,1.502952,0.756225,1.804489,0.601619,0,,
1995,4.847434,1.580535,0.762940,1.898515,0.605444,0,,
1996,5.040541,1.658404,0.777288,1.992545,0.612304,0,,
1997,5.244878,1.736600,0.799331,2.086578,0.622369,0,,
1998,5.460932,1.815168,0.829320,2.180616,0.635828,0,,
1999,5.689401,1.894162,0.867700,2.274659,0.652880,0,,
2000,5.931224,1.973646,0.915115,2.368746,0.673716,0,,
2001,6.187476,2.053695,0.972433,2.462850,0.698498,0,,
2002,6.459338,2.134401,1.040819,2.556794,0.727324,0,,
2003,6.748885,2.215873,1.121968,2.650860,0.760184,0,,
2004,7.058640,2.298242,1.218580,2.744925,0.796892,0,,
2005,7.901394,2.405143,2.166501,2.440158,0.889592,0,,
2006,7.647720,1.986121,2.482680,2.290038,0.888881,0,,
2007,9.377856,2.996304,1.953789,3.501046,0.926718,0,,
2008,9.439615,3.008592,2.110552,3.342841,0.977631,0,,
2009,8.679639,2.642249,1.771446,3.273914,0.992031,0,,
2010,8.696535,2.601525,1.895769,3.197668,1.001573,0,,
2011,9.327185,2.937503,2.102068,3.244523,1.043092,0,,
2012,9.624477,2.850947,2.329195,3.369607,1.074727,0,,
2013,9.636954,3.103530,2.087092,3.364312,1.082020,0,,
2014,10.251526,3.402078,2.141125,3.544727,1.163596,0,,
2015,10.883276,3.268215,2.405729,4.011891,1.197440,0,,
2016,10.408754,2.615514,2.209983,4.356725,1.226533,0,,
2017,9.052721,1.740732,1.818244,4.345154,1.148591,0,,
2018,9.182977,2.036075,1.768702,4.305416,1.072784,0,,
2019,9.824866,2.294927,1.760890,4.671377,1.097672,0,,
2020,9.150980,2.398585,1.794202,3.803260,1.154933,0,,
2021,10.290933,2.742362,1.729804,4.638212,1.180554,0,,
2022,10.879585,3.109794,1.771598,4.776559,1.221634,0,,
