"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,7.459298,0.273551,,7.079541,0.082952,0.023253
1991,7.529728,0.277274,,7.145330,0.083140,0.023984
1992,7.610508,0.282198,,7.220004,0.083544,0.024762
1993,7.363354,0.288358,,6.965467,0.083936,0.025593
1994,7.414305,0.295808,,7.006979,0.085038,0.026481
1995,7.396463,0.304614,,6.977016,0.087399,0.027434
1996,7.520446,0.314861,,7.086379,0.090748,0.028459
1997,7.623844,0.326647,,7.171252,0.096381,0.029563
1998,7.670748,0.340088,,7.199684,0.100219,0.030757
1999,7.646052,0.355308,,7.153456,0.105237,0.032051
2000,7.774009,0.372441,,7.255536,0.112571,0.033461
2001,7.947112,0.391617,,7.403830,0.116664,0.035001
2002,9.672936,0.412953,,9.099725,0.123568,0.036690
2003,11.401328,0.436554,,10.795739,0.130483,0.038552
2004,11.560640,0.462471,,10.918145,0.139408,0.040615
2005,11.808209,0.467049,,11.037126,0.149434,0.154601
2006,11.747569,0.495320,,11.021852,0.156021,0.074376
2007,11.798190,0.555447,,11.053339,0.155225,0.034178
2008,11.977633,0.595546,,11.168832,0.147466,0.065790
2009,11.234931,0.550072,,10.483994,0.140639,0.060225
2010,11.889934,0.626443,,11.049113,0.145417,0.068961
2011,11.950108,0.672334,,10.991919,0.148063,0.137792
2012,11.393989,0.703082,,10.528615,0.146445,0.015848
2013,10.518369,0.593945,,9.694082,0.150542,0.079800
2014,10.865012,0.606923,,9.988028,0.150845,0.119214
2015,10.516494,0.618261,,9.679624,0.152772,0.065838
2016,10.837368,0.638562,,9.916051,0.158824,0.123931
2017,10.958973,0.485768,,10.246051,0.162254,0.064900
2018,11.602768,0.508991,,10.668322,0.171064,0.254391
2019,11.452527,0.520732,,10.523392,0.178518,0.229885
2020,10.947374,0.481272,,9.925011,0.175553,0.365537
2021,10.366884,0.482866,,9.607043,0.189289,0.087686
2022,11.571106,0.474239,,10.521625,0.195062,0.380181
