"YYYYMM","Diesel","Natural gas","Flaring"
201001,0,15.503440,0.036557
201002,0.690670,13.590616,10.747201
201003,0,17.079813,2.237513
201004,0.268143,17.357907,7.330916
201005,0,17.483716,0.143989
201006,0.869432,16.186489,2.016401
201007,0,16.728374,1.576438
201008,0.501075,17.723497,1.175259
201009,0,15.063606,4.515545
201010,0.799011,16.087641,0.061317
201011,0,16.329730,1.731523
201012,0,17.221804,0.594675
201101,0.157094,16.490375,2.114581
201102,0.270851,14.236652,1.103189
201103,0.842347,15.850643,5.977154
201104,0.262726,16.640908,0.086649
201105,0,16.048204,0.009687
201106,0.528160,13.706887,6.271898
201107,0.731298,15.030644,1.570579
201108,0.151677,15.205980,0.236306
201109,4.418016,1.687715,15.721274
201110,3.959844,6.962700,18.869373
201111,0,15.848722,0.001652
201112,0,16.268709,0.015798
201201,0.734007,15.617865,1.739062
201202,2.277858,9.187097,10.607353
201203,3.480438,11.015918,11.760060
201204,0,17.683153,0.675930
201205,0,17.988188,0.303567
201206,1.264875,15.594864,2.258886
201207,0,17.568245,0.052281
201208,0,17.836109,0.001299
201209,1.625107,13.990531,8.816278
201210,0.379192,17.118705,3.041229
201211,0,17.059329,0.041937
201212,0,16.768025,2.829936
201301,0,17.726158,0.021096
201302,0.815262,13.769531,6.360976
201303,0.184179,17.840487,0.023559
201304,0,16.865810,1.079580
201305,0,18.440503,0.065982
201306,0.704213,16.132666,1.321936
201307,0,16.860461,0.030658
201308,0.622958,16.335047,5.089723
201309,0,17.271648,0.006669
201310,0,18.120784,0.013101
201311,0.002709,17.441789,0.121341
201312,0.609415,17.477604,2.098273
201401,0.010834,18.489782,0.004133
201402,0.552536,16.400531,5.988972
201403,3.006448,17.991676,1.585937
201404,2.963112,16.998354,0.018669
201405,6.224160,4.030022,0.168792
201406,3.475021,15.349677,17.209104
201407,2.841229,18.054258,2.692364
201408,1.018400,19.479677,1.187908
201409,0.010834,17.004762,1.239016
201410,0.010834,19.921057,0.743473
201411,0.249183,18.719730,0.012297
201412,0.406277,17.770519,3.838010
201501,0,18.455940,3.507756
201502,0,17.746967,0.076413
201503,0,18.686449,0.004097
201504,0,18.495422,0.515312
201505,0,18.686468,0.538222
201506,0.636500,17.369803,4.981744
201507,0,19.159194,0.004311
201508,0.693379,19.319802,0.033100
201509,0,18.574808,0.028945
201510,0,17.928917,13.381008
201511,0,18.279024,1.432570
201512,0,19.156715,0
201601,0.010834,18.274984,6.216741
201602,0.690670,17.446580,0.052411
201603,0.010834,19.507870,0.005022
201604,0.010834,19.109271,0.003598
201605,0.010834,19.044288,2.626535
201606,0.509200,18.570788,2.337638
201607,1.240498,18.097744,4.143203
