"Year","Coal","Oil","Gas","Cement"
1959,4.953932,2.897693,0.758260,0.145245
1960,5.158323,3.119970,0.834618,0.157394
1961,4.944186,3.309097,0.882126,0.164144
1962,4.928587,3.558261,0.967820,0.176364
1963,5.107931,3.803658,1.046950,0.185981
1964,5.213215,4.104341,1.152992,0.206150
1965,5.289088,4.409442,1.230667,0.216431
1966,5.349978,4.758873,1.339980,0.233008
1967,5.261868,5.074540,1.433099,0.239881
1968,5.319659,5.528198,1.559751,0.255273
1969,5.518273,5.978462,1.708720,0.270599
1970,5.698858,6.799016,1.790936,0.288231
1971,5.700055,7.201027,1.933588,0.303058
1972,5.691284,7.764705,2.052349,0.321256
1973,5.860898,8.219691,2.202723,0.340161
1974,5.857693,8.099290,2.256540,0.340611
1975,6.018315,8.005122,2.241266,0.339876
1976,6.226340,8.475642,2.359009,0.356053
1977,6.375024,8.767406,2.411721,0.372710
1978,6.510128,9.133722,2.541737,0.397889
1979,6.799882,9.224317,2.668065,0.403703
1980,6.984990,8.912475,2.741514,0.406156
1981,6.942942,8.483404,2.763373,0.406189
1982,7.066997,8.276258,2.701498,0.404047
1983,7.269239,8.214693,2.743120,0.413275
1984,7.586115,8.238706,2.972027,0.421117
1985,8.144824,8.247613,3.089700,0.425741
1986,8.261466,8.490594,3.014606,0.441784
1987,8.549230,8.579333,3.281567,0.458382
1988,8.836429,8.889340,3.435978,0.481929
1989,8.827797,9.037386,3.604958,0.492073
1990,8.659787,9.196440,3.790182,0.492522
1991,8.574090,9.656488,3.851520,0.504694
1992,8.361174,9.154655,3.901366,0.525922
1993,8.470029,9.172321,4.007804,0.549567
1994,8.513747,9.196236,4.040174,0.586744
1995,8.758441,9.283901,4.196848,0.620204
1996,8.976964,9.562137,4.381599,0.633559
1997,8.927300,9.702211,4.395058,0.658829
1998,8.689001,9.821975,4.443505,0.656596
1999,8.809093,10.064188,4.586166,0.688047
2000,9.156638,10.211624,4.727823,0.718165
2001,9.208429,10.283571,4.771715,0.750748
2002,9.630181,10.269353,4.913652,0.779004
2003,10.466566,10.540849,5.096196,0.857435
2004,10.813392,10.924574,5.257671,0.895929
2005,11.498500,11.030304,5.376289,0.966776
2006,12.136238,11.142928,5.531006,1.047294
2007,12.724451,11.184312,5.736637,1.126199
2008,13.149669,11.143340,5.905500,1.137397
2009,13.003172,10.899596,5.765684,1.170606
2010,13.918223,11.253695,6.205780,1.251813
2011,14.704222,11.310149,6.389330,1.344747
2012,14.867802,11.432717,6.523143,1.377354
2013,14.953153,11.516626,6.573116,1.441334
2014,15.014884,11.561832,6.604975,1.492451
2015,14.655016,11.770023,6.728989,1.440665
2016,14.322989,11.900264,6.914850,1.476147
2017,14.494168,12.085292,7.084615,1.499947
2018,14.762694,12.142828,7.419413,1.546849
2019,14.702957,12.325908,7.574056,1.615727
2020,14.267037,10.932341,7.520820,1.624052
2021,14.969249,11.513166,7.878698,1.666885
2022,15.449177,11.914912,7.758745,1.578739
2023,15.636373,12.278241,7.802845,1.540286
2024,15.805254,12.470596,8.009828,1.472817
2025,15.894944,12.567046,8.087973,1.476496
