"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,0.930753,0.000694,0.417890,0.305883,0.206286,,,
1991,0.877908,0.000694,0.334880,0.339548,0.202786,,,
1992,0.817230,0.000694,0.281935,0.333277,0.201324,,,
1993,0.770407,0.000694,0.165127,0.392913,0.211673,,,
1994,1.146325,0.000694,0.479114,0.425581,0.240936,,,
1995,1.117880,0.000694,0.452996,0.425578,0.238612,,,
1996,1.191017,0.001650,0.502113,0.435967,0.251287,,,
1997,1.273503,0.000591,0.551779,0.457577,0.263556,,,
1998,1.296422,0.001326,0.553673,0.473275,0.268148,,,
1999,1.384358,0.001986,0.575721,0.526111,0.280540,,,
2000,1.357148,0.001056,0.533516,0.540125,0.282451,,,
2001,1.280739,0.001424,0.536271,0.475413,0.267631,,,
2002,1.228332,0.001221,0.481767,0.496968,0.248377,,,
2003,1.203633,0.000109,0.441683,0.504622,0.257219,,,
2004,1.198386,0.000117,0.430580,0.512137,0.255552,,,
2005,1.090787,0.000114,0.308477,0.537235,0.244961,,,
2006,1.228911,0.000074,0.422487,0.533095,0.273256,,,
2007,1.261982,0.000077,0.437977,0.548461,0.275467,,,
2008,1.244968,0.000146,0.445965,0.526621,0.272235,,,
2009,1.226806,0.000016,0.363149,0.597056,0.266586,,,
2010,0.987818,0.000032,0.174294,0.572977,0.240515,,,
2011,1.052554,0.000032,0.231334,0.564741,0.256447,,,
2012,1.122104,0.000594,0.281029,0.583160,0.257321,,,
2013,1.215162,,0.277612,0.644900,0.292650,,,
2014,1.252279,,0.286625,0.683438,0.282216,,,
2015,1.149721,,0.197705,0.695656,0.256361,,,
2016,1.278520,,0.260678,0.750924,0.266917,,,
2017,1.239693,,0.215073,0.775655,0.248965,,,
2018,1.265822,,0.216573,0.799352,0.249896,,,
2019,1.221480,,0.223087,0.825680,0.172714,,,
2020,1.197283,,0.217604,0.817432,0.162247,,,
2021,1.210417,,0.233568,0.796895,0.179954,,,
2022,1.253445,,0.249019,0.867220,0.137206,,,
