"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,-2.061366,0.932931,0.008594,1.099887,0.054669,-4.157448
1991,-2.072546,0.882553,0.008594,1.138143,0.055611,-4.157448
1992,-2.282288,0.821021,0.008594,0.988991,0.056554,-4.157448
1993,-2.330083,0.772283,0.008594,0.988991,0.057497,-4.157448
1994,-1.913307,1.153200,0.008594,1.023908,0.058440,-4.157448
1995,-1.922324,1.124340,0.011388,1.040014,0.059383,-4.157448
1996,-1.822124,1.195746,0.014010,1.065243,0.060326,-4.157448
1997,-1.760165,1.286372,0.016542,1.033101,0.061269,-4.157448
1998,-1.768497,1.309291,0.018919,0.998756,0.061984,-4.157448
1999,-1.706884,1.401023,0.021214,0.965651,0.062675,-4.157448
2000,-1.755793,1.370284,0.023293,0.934178,0.063347,-4.146896
2001,-1.849886,1.297713,0.025296,0.909994,0.064007,-4.146896
2002,-1.838978,1.247562,0.027120,0.967603,0.064656,-4.145920
2003,-1.804735,1.219118,0.028889,1.027022,0.065298,-4.145062
2004,-1.781241,1.215109,0.030363,1.051029,0.065934,-4.143676
2005,-1.912637,1.105237,0.031952,1.029104,0.066565,-4.145495
2006,-1.762922,1.245208,0.032904,1.040872,0.067223,-4.149129
2007,-1.705958,1.277561,0.034915,1.064051,0.067847,-4.150331
2008,-1.748414,1.255540,0.036044,1.037697,0.068465,-4.146160
2009,-1.745190,1.236478,0.037642,1.050902,0.069081,-4.139293
2010,-1.979501,0.998171,0.053579,1.043064,0.069694,-4.144009
2011,-1.922056,1.062739,0.053867,1.035035,0.070311,-4.144009
2012,-1.786870,1.135970,0.054211,1.100100,0.070942,-4.148093
2013,-1.685068,1.228063,0.057117,1.100306,0.071551,-4.142105
2014,-1.668608,1.265377,0.059059,1.073809,0.072158,-4.139012
2015,-1.751075,1.162346,0.058395,1.093374,0.072765,-4.137956
2016,-1.722556,1.289791,0.057639,0.989538,0.073371,-4.132896
2017,-1.822090,1.252153,0.055266,0.897816,0.073976,-4.101300
2018,-1.812068,1.279877,0.053738,0.908801,0.074785,-4.129270
2019,-1.890608,1.232230,0.059479,0.879691,0.075611,-4.137620
2020,-1.916274,1.209354,0.059447,0.875236,0.076455,-4.136766
2021,-1.898038,1.219093,0.069564,0.870714,0.077326,-4.134734
2022,-1.854181,1.265553,0.072147,0.866048,0.078205,-4.136134
