"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,43.526698,35.737673,7.545516,4.176976,0,-3.933467
1991,44.354017,37.820377,7.321707,4.269420,0,-5.057487
1992,25.529948,21.168441,6.368139,2.844495,0,-4.851127
1993,17.972497,16.319713,5.519770,2.411971,0.000026,-6.278983
1994,16.840636,15.767042,4.977834,2.136254,0.000089,-6.040582
1995,17.294771,15.057343,4.683753,2.108723,0.006183,-4.561231
1996,23.880281,15.739963,4.595500,2.481639,0.007556,1.055623
1997,22.010086,15.162846,4.625317,2.582321,0.010035,-0.370435
1998,15.019894,15.997053,4.464654,2.809803,0.014071,-8.265686
1999,13.021790,13.449596,4.232485,2.765555,0.017594,-7.443441
2000,9.181226,11.843035,4.062608,2.945700,0.022198,-9.692314
2001,12.416676,12.593737,3.972716,3.068575,0.028233,-7.246585
2002,14.524403,12.666029,4.049145,3.272086,0.035661,-5.498518
2003,15.249661,12.659431,4.136607,3.376036,0.048280,-4.970693
2004,16.897422,13.254143,4.167387,3.537610,0.067316,-4.129035
2005,18.644660,13.862545,4.169035,3.768045,0.088269,-3.243235
2006,19.890002,14.195265,4.198179,3.707589,0.116305,-2.327336
2007,20.037614,15.473504,4.131175,4.414799,0.150226,-4.132090
2008,18.495424,14.918791,4.000305,4.171291,0.188614,-4.783577
2009,12.991275,12.829125,3.915891,2.324305,0.209237,-6.287284
2010,9.462304,13.801892,3.907822,2.250930,0.252054,-10.750394
2011,11.180313,13.959649,3.754754,2.566159,0.299169,-9.399418
2012,11.815112,14.054137,3.781358,2.384420,0.340138,-8.744941
2013,10.973891,13.148174,3.702289,2.177623,0.396284,-8.450480
2014,11.762574,12.845803,3.724949,2.301545,0.446184,-7.555907
2015,12.512451,13.045220,3.711378,2.318882,0.546994,-7.110023
2016,13.065375,13.101518,3.614330,2.274697,0.682835,-6.608006
2017,14.010054,13.277398,3.536889,2.309829,0.671953,-5.786016
2018,13.496954,13.396166,3.339285,2.183326,0.513963,-5.935786
2019,14.143541,13.636247,3.272536,2.218286,0.512507,-5.496035
2020,13.759626,13.432340,3.171829,2.388456,0.487255,-5.720254
2021,13.753627,13.719232,3.155975,2.271207,0.499430,-5.892217
2022,11.951537,12.868972,3.049594,1.942501,0.499534,-6.409065
2023,11.522655,12.507517,2.934579,1.911460,0.485022,-6.315923
2024,10.437755,12.882299,2.849333,2.053280,0.485342,-7.832499
