"YYYYMM","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
200801,0.095695,0.540083,0.718774,
200802,0.064746,0.524533,0.636043,
200803,0.053552,0.551655,0.642945,
200804,0.078320,0.638371,0.467108,
200805,0.054399,0.611316,0.370574,
200806,0.075934,0.630395,0.294745,
200807,0.076552,0.602972,0.324067,
200808,0.051241,0.812958,0.380903,
200809,0.072151,0.753459,0.382664,
200810,0.087041,0.676747,0.458492,
200811,0.104249,0.695653,0.477438,
200812,0.053478,0.751440,0.436073,
200901,0.036080,0.602634,0.502358,
200902,0.043537,0.550765,0.524968,
200903,0.048390,0.514747,0.505815,
200904,0.043619,0.575984,0.370252,
200905,0.046886,0.568157,0.292007,
200906,0.068653,0.612812,0.259027,
200907,0.076022,0.564298,0.234642,
200908,0.056343,0.645719,0.248563,
200909,0.081631,0.600403,0.257252,
200910,0.060445,0.576062,0.434577,
200911,0.061284,0.481763,0.495398,
200912,0.066055,0.566545,0.615358,
201001,0.071712,0.530347,0.885317,
201002,0.051550,0.426145,0.726809,
201003,0.054377,0.499024,0.596786,
201004,0.038758,0.507747,0.349139,
201005,0.043894,0.543882,0.272542,
201006,0.046720,0.628626,0.149651,
201007,0.057355,0.604258,0.158556,
201008,0.096189,0.648983,0.178136,
201009,0.088305,0.617043,0.258275,
201010,0.119769,0.588326,0.561121,
201011,0.082424,0.563904,0.603871,
201012,0.091798,0.656463,0.812311,
201101,0.058112,0.416621,0.703837,
201102,0.060648,0.466656,0.705553,
201103,0.049556,0.496957,0.626231,
201104,0.061805,0.542000,0.431287,
201105,0.063036,0.562311,0.360542,
201106,0.074483,0.623294,0.370880,
201107,0.061805,0.533623,0.365688,
201108,0.121429,0.660028,0.358826,
201109,0.138749,0.610556,0.396795,
201110,0.117234,0.508367,0.405418,
201111,0.080504,0.524474,0.505417,
201112,0.085501,0.547848,0.629661,
201201,0.069090,0.473129,0.649768,
201202,0.057021,0.532523,0.702798,
201203,0.051422,0.469682,0.560850,
201204,0.046483,0.504076,0.391561,
201205,0.057842,0.577337,0.311190,
201206,0.057104,0.592118,0.341887,
