"YYYYMM","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
201207,0.107406,0.524134,0.357373,
201208,0.095847,0.644874,0.412102,
201209,0.111816,0.692564,0.384760,
201210,0.119474,0.648059,0.434343,
201211,0.080430,0.499448,0.487326,
201212,0.096484,0.570391,0.639521,
201301,0.066562,0.465430,0.666908,
201302,0.054152,0.414371,0.610756,
201303,0.074717,0.532459,0.623030,
201304,0.067033,0.517489,0.408861,
201305,0.066621,0.561978,0.298502,
201306,0.081228,0.631211,0.284842,
201307,0.106021,0.623964,0.240470,
201308,0.132315,0.647417,0.276316,
201309,0.103317,0.564364,0.274620,
201310,0.140124,0.608410,0.329214,
201311,0.112138,0.466288,0.327472,
201312,0.087277,0.484898,0.399118,
201401,0.093668,0.525265,0.598731,
201402,0.065728,0.458109,0.461520,
201403,0.054959,0.511841,0.432335,
201404,0.081800,0.591244,0.325969,
201405,0.040430,0.542243,0.277926,
201406,0.064435,0.549340,0.295078,
201407,0.072625,0.603279,0.229838,
201408,0.082908,0.632405,0.223014,
201409,0.096018,0.646920,0.252199,
201410,0.111311,0.602457,0.367095,
201411,0.076899,0.534341,0.449394,
201412,0.081743,0.571469,0.500618,
201501,0.066443,0.464490,0.514203,
201502,0.026510,0.490354,0.444521,
201503,0.041153,0.622787,0.424573,
201504,0.034182,0.564709,0.366290,
201505,0.043477,0.608243,0.346801,
201506,0.050449,0.653759,0.321934,
201507,0.071509,0.644657,0.230833,
201508,0.066161,0.661431,0.244898,
201509,0.075456,0.623588,0.317292,
201510,0.105418,0.598538,0.394282,
201511,0.083906,0.519165,0.384492,
201512,0.071226,0.635209,0.429399,
201601,0.044390,0.546129,0.509375,
201602,0.027525,0.484877,0.357047,
201603,0.043551,0.541860,0.399007,
201604,0.053081,0.591261,0.304102,
201605,0.051774,0.821892,0.287623,
201606,0.054054,0.711131,0.227061,
201607,0.036301,0.665916,0.172546,
201608,0.090355,0.813458,0.180809,
201609,0.093441,0.669582,0.214921,
201610,0.081378,0.715477,0.377681,
201611,0.106113,0.472455,0.464046,
201612,0.066845,0.587158,0.460492,
201701,0.048501,0.534083,0.476627,
201702,0.033903,0.511097,0.419461,
201703,0.057810,0.580918,0.381410,
201704,0.064231,0.580841,0.380461,
201705,0.063214,0.651835,0.256638,
201706,0.085209,0.663615,0.209956,
201707,0.046699,0.681650,0.214882,
201708,0.064231,0.743766,0.227174,
201709,0.076069,0.740267,0.284295,
201710,0.103847,0.701479,0.358544,
201711,0.088366,0.643404,0.385568,
201712,0.068958,0.685861,0.433967,
201801,0.079095,0.560867,0.415380,
201802,0.058413,0.615108,0.398383,
201803,0.076505,0.634819,0.414088,
201804,0.043842,0.711853,0.291070,
201805,0.055584,0.726947,0.246578,
201806,0.080839,0.669554,0.190089,
201807,0.071942,0.704586,0.114228,
201808,0.081134,0.750640,0.147847,
201809,0.091463,0.688551,0.431210,
201810,0.109700,0.662361,0.304984,
201811,0.065576,0.630696,0.360890,
201812,0.044795,0.646336,0.415671,
201901,0.080357,0.613604,0.491939,
201902,0.075564,0.556081,0.371650,
201903,0.066970,0.624903,0.375424,
201904,0.050944,0.681821,0.349947,
201905,0.070794,0.632044,0.228175,
201906,0.060674,0.757718,0.287758,
201907,0.031544,0.715621,0.200451,
201908,0.063517,0.760500,0.175468,
201909,0.096543,0.700390,0.252440,
201910,0.083146,0.708068,0.344285,
201911,0.065370,0.658472,0.386164,
201912,0.055422,0.700300,0.413574,
202001,0.067754,0.553467,0.435361,
202002,0.038544,0.597277,0.390963,
202003,0.060384,0.615519,0.294897,
202004,0.052961,0.583832,0.369902,
202005,0.038891,0.639100,0.401033,
202006,0.022896,0.710240,0.296561,
202007,0.027061,0.705730,0.309127,
202008,0.064264,0.789320,0.256628,
202009,0.061976,0.792682,0.240909,
202010,0.071540,0.676482,0.326904,
202011,0.071703,0.625950,0.376907,
202012,0.043624,0.587617,0.435099,
202101,0.061609,0.517257,0.550064,
202102,0.026929,0.513926,0.467357,
202103,0.056562,0.603613,0.387894,
202104,0.047014,0.639452,0.370339,
202105,0.022750,0.638971,0.350651,
202106,0.062279,0.780036,0.260255,
202107,0.077318,0.784605,0.239900,
202108,0.077290,0.792387,0.185903,
202109,0.085775,0.751311,0.201147,
202110,0.058465,0.731373,0.277143,
202111,0.072758,0.632356,0.271632,
202112,0.090654,0.703220,0.398738,
202201,0.082319,0.558398,0.330016,
202202,0.055567,0.558716,0.262588,
202203,0.076166,0.698281,0.330363,
202204,0.052979,0.631428,0.254116,
202205,0.041034,0.707665,0.236346,
202206,0.041871,0.703495,0.244210,
202207,0.055451,0.676727,0.160142,
202208,0.090632,0.793130,0.110353,
202209,0.070736,0.803424,0.154407,
202210,0.046344,0.697782,0.156536,
202211,0.068253,0.741346,0.189989,
202212,0.052208,0.780766,0.365294,
202301,0.050003,0.679390,0.217789,
202302,0.029453,0.613926,0.169671,
202303,0.008577,0.687591,0.276246,
202304,0.018068,0.698183,0.214475,
202305,0.049956,0.736735,0.186241,
202306,0.047237,0.785404,0.177006,
202307,0.044353,0.710468,0.170997,
202308,0.046990,0.832518,0.192692,
202309,0.046407,0.734539,0.216640,
202310,0.047660,0.695534,0.299929,
202311,0.047975,0.666364,0.272225,
202312,0.028720,0.701588,0.351626,
202401,0.043247,0.592645,0.369695,
202402,0.029478,0.546860,0.287738,
202403,0.046542,0.651087,0.267138,
202404,0.006823,0.690019,0.335257,
202405,0.031555,0.763624,0.162134,
202406,0.023503,0.755709,0.153591,
202407,0.030816,0.817473,0.163557,
202408,0.040579,0.826176,0.158263,
202409,0.035286,0.762660,0.162223,
202410,0.034535,0.738518,0.261977,
202411,0.036526,0.699904,0.346514,
202412,0.036754,0.785351,0.331386,
202501,0.042938,0.445451,0.359605,
202502,0.035181,0.513783,0.366277,
202503,0.007658,0.597027,0.277842,
202504,0.004192,0.636854,0.270185,
202505,0.010650,0.677156,0.233961,
202506,0.017834,0.688246,0.147362,
202507,0.028749,0.674133,0.079300,
202508,0.062501,0.792270,0.148839,
202509,0.023549,0.742421,0.212154,
202510,0.029551,0.704381,0.243453,
202511,0.011899,0.621636,0.279275,
202512,0.021967,0.656504,0.324590,
202601,0.023990,0.608843,0.487176,
202602,0.014125,0.514226,0.407965,
202603,0.029662,0.595193,0.234364,
202604,0.016856,0.606980,0.228722,
202605,0.011310,0.598945,0.081942,
202606,0.019800,0.664687,0.176646,
202607,,,0.175795,
202608,,,,
202609,,,,
202610,,,,
202611,,,,
202612,,,,
