"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1990,-6.382516,0.790899,0.754573,1.134499,-0.189088,0.198320,-0.240153,0
1991,-6.602716,0.774576,0.046278,0.939883,-0.159656,0.198320,-0.254172,0
1992,-6.303676,0.841818,-0.055390,0.398668,-0.171264,0.106425,0.332292,0
1993,-6.912760,0.758536,-0.108087,0.218660,-0.212601,0.117230,-0.139961,0
1994,-6.496265,0.878667,-0.313174,0.563689,-0.166858,0.144766,-0.651407,0
1995,-4.390060,0.804237,-0.272847,0.326393,-0.242046,0.064214,-0.851122,0
1996,1.264769,0.462231,0.413021,0.308211,-0.267859,0.059052,-1.183802,0
1997,-0.214413,0.690625,-0.022168,0.307492,-0.252504,0.062332,-0.941799,0
1998,-7.670855,1.033178,-0.586343,0.045052,-0.254096,0.073781,-0.906404,0
1999,-7.444569,1.287206,-0.759447,0.493442,-0.244215,0.068732,-0.844591,0
2000,-8.883480,1.265798,-1.016175,0.362385,-0.187275,0.068732,-1.302300,0
2001,-6.329040,1.089951,-0.913570,0.365335,-0.277003,0.085048,-1.267308,0
2002,-4.971621,1.019562,-0.650562,0.691961,-0.289417,0.073212,-1.371654,0
2003,-4.090012,0.635969,-0.225334,0.457339,-0.286612,0.091448,-1.553491,0
2004,-3.789968,0.734339,0.012556,0.489213,-0.284149,0.075132,-1.366158,0
2005,-3.269429,0.641006,0.141670,0.650067,-0.240510,0.075132,-1.241170,0
2006,-3.604423,1.716199,0.249451,0.685699,-0.244481,0.075132,-1.204913,0
2007,-4.899665,1.660674,0.365137,0.356174,-0.261978,0.075132,-1.427564,0
2008,-6.312493,1.644925,0.345924,0.687058,-0.248355,0.111605,-1.012241,0
2009,-7.612181,1.077940,0.479488,0.558207,-0.190316,0.124405,-0.724827,0
2010,-8.728866,-0.021645,-0.954673,0.313772,-0.193458,0.100732,-1.266256,0
2011,-8.901559,0.583770,0.103371,0.402388,-0.292272,0.100732,-1.395848,0
2012,-8.446444,0.354116,0.263144,0.418363,-0.263433,0.089852,-1.160538,0
2013,-8.492788,0.331341,0.553613,0.550316,-0.150419,0.097209,-1.339751,0
2014,-7.517490,0.403751,0.547019,0.541603,-0.228558,0.073357,-1.375589,0
2015,-6.849104,-0.251124,0.757869,0.637361,-0.215577,0.053761,-1.243209,0
2016,-6.196155,-0.452344,0.770959,0.503323,-0.278199,0.053761,-1.009350,0
2017,-5.936949,-0.020460,0.788526,0.550795,-0.247616,0.053761,-0.974072,0
2018,-6.266266,-0.055435,0.828316,0.738466,-0.244740,0.132355,-1.068482,0
2019,-6.088518,-0.014848,0.750003,0.710637,-0.194743,0.168783,-0.827349,0
2020,-6.055290,-0.026911,0.610484,0.666183,-0.225131,0.162383,-0.851972,0
2021,-6.096571,0.046157,0.739110,0.651689,-0.176898,0.174220,-1.229924,0
2022,-6.102834,0.193083,0.830021,0.683202,-0.233900,0.114788,-1.893425,0
2023,-6.146245,0.061681,0.824860,0.654644,-0.139473,0.096552,-1.667941,0
2024,-6.859764,-0.283577,0.778984,0.708934,-0.164938,0.093713,-2.105850,0
