"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,8.307000,0.839500,5.488000,33.933000
1962,8.242000,0.957900,5.644000,33.523000
1963,8.379000,1.113300,6.004000,33.097000
1964,8.795000,1.321900,6.256000,33.769000
1965,8.523000,1.415000,6.332000,32.416000
1966,8.625000,1.618900,6.902400,38.451000
1967,8.725000,1.752200,7.057000,37.157000
1968,9.089000,1.805100,7.224200,35.682000
1969,9.586000,2.064000,7.994400,32.637000
1970,9.711000,2.243700,8.268400,37.853000
1971,9.789000,2.567800,8.451600,36.988000
1972,10.398000,2.895100,9.059000,36.807000
1973,10.925000,3.155300,9.570000,39.724000
1974,10.300000,3.172000,9.736000,40.290000
1975,8.733000,2.756000,8.700000,36.831000
1976,9.113000,2.975000,9.104000,36.168000
1977,9.339000,2.822000,9.284000,37.391000
1978,9.296000,2.866000,9.926000,37.127000
1979,9.664000,3.017000,10.520000,37.908000
1980,9.719000,3.082000,10.304000,38.766000
1981,9.016000,2.942000,10.296000,37.251000
1982,9.049000,2.667000,10.134000,36.781000
1983,9.005000,2.600000,10.526000,38.057000
1984,9.038000,2.431000,11.132000,38.145000
1985,9.087000,2.415000,10.300000,38.277000
1986,9.318000,2.479000,11.166000,39.239000
1987,9.612000,2.500000,11.162000,40.494000
1988,10.248000,2.783000,12.626000,61.239510
1989,10.655000,2.844000,13.508000,64.011340
1990,10.960000,3.257000,14.098000,68.128000
1991,10.974000,3.398000,14.884000,68.821000
1992,10.488000,3.577000,15.382000,68.689000
1993,9.132000,3.371000,15.950000,64.550000
1994,9.649000,3.644000,17.402000,65.625000
1995,9.848000,3.769000,17.238000,65.772000
1996,9.600000,4.079000,17.112000,62.622000
1997,9.607000,4.381000,18.286000,62.903000
1998,10.219767,4.924306,18.322600,62.314000
1999,10.236000,5.098641,19.206000,61.728000
2000,10.536000,5.387000,20.012000,70.522000
2001,10.518000,5.348000,19.250000,64.320000
2002,9.815000,5.334000,19.618000,59.301000
2003,9.539000,5.505000,19.878000,56.980000
2004,9.774000,6.085000,20.510000,57.269000
2005,9.715000,6.325000,20.664000,52.498737
2006,9.992193,6.581000,20.012400,53.266796
2007,9.965409,6.629000,19.741000,50.048654
2008,9.343416,6.104841,18.808000,49.365100
2009,7.885342,4.905000,16.663000,52.080771
2010,8.315699,5.495201,17.659600,56.058900
2011,8.675338,5.706610,17.054426,50.654152
2012,8.067274,5.667535,16.708362,49.869180
2013,7.901416,5.416000,16.086300,52.288174
2014,7.696650,5.360000,16.192000,49.376288
2015,7.514344,5.391484,15.967354,50.419331
2016,7.893932,5.523000,15.967000,52.184919
2017,8.159000,5.327000,16.042820,50.256656
2018,8.094000,5.444000,15.727006,49.868834
2019,7.813000,4.533000,14.650000,49.666627
2020,7.575000,3.734000,13.746000,47.351869
2021,8.581000,5.278643,14.718002,53.138615
2022,8.614000,4.673599,14.184000,49.821000
2023,7.900000,4.337927,12.267400,49.770000
