"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,522.550796,395.450648,82.512176,55.793433,11.158837,-22.364298
1991,548.199721,420.360997,82.681082,55.752048,11.509813,-22.104219
1992,539.121808,410.015341,82.555954,56.149640,10.917170,-20.516297
1993,513.681178,390.971490,82.922527,55.071340,9.186769,-24.470949
1994,507.271209,381.616257,85.561468,54.611204,7.952673,-22.470393
1995,509.732178,386.767148,86.238805,55.699990,6.830703,-25.804468
1996,520.526365,404.202425,84.659956,57.049552,7.817526,-33.203095
1997,511.413930,397.720727,82.563057,56.984345,8.618118,-34.472317
1998,522.527791,416.853061,82.449514,50.986883,9.508487,-37.270154
1999,512.653370,416.251419,82.061601,45.609012,10.947553,-42.216214
2000,523.767987,411.117819,82.673848,44.743370,11.046404,-25.813453
2001,514.941888,415.821494,82.813573,44.488156,11.674984,-39.856318
2002,498.974162,411.490202,80.882376,42.265586,14.046099,-49.710101
2003,498.353136,417.667057,79.603202,40.528528,15.067494,-54.513145
2004,496.030619,419.432161,78.289485,39.184929,15.537999,-56.413955
2005,498.346213,422.056689,77.311288,38.921725,15.588433,-55.531922
2006,488.293419,412.475456,76.567791,37.517062,16.680023,-54.946912
2007,482.959774,402.563438,76.472479,37.260530,17.218598,-50.555271
2008,479.349153,396.186121,77.222642,37.334729,18.048501,-49.442840
2009,470.219169,378.198591,75.943842,35.946761,17.872891,-37.742916
2010,471.959663,384.048866,75.684178,33.328978,18.686054,-39.788413
2011,446.106749,362.205212,72.877291,32.714182,19.328707,-41.018642
2012,445.466089,365.249047,72.330186,32.598184,19.543051,-44.254379
2013,438.588289,367.128139,70.616638,31.848219,19.242134,-50.246840
2014,413.087951,334.892235,69.201395,32.821435,18.945543,-42.772656
2015,419.615344,339.503143,68.486933,32.568857,18.714561,-39.658149
2016,425.849642,343.160464,68.315698,31.743783,18.499395,-35.869698
2017,436.085120,345.911833,67.632694,32.786824,17.856830,-28.103061
2018,406.785258,330.728367,66.420155,31.674167,16.120232,-38.157662
2019,400.233979,324.290347,66.351132,30.618797,13.997598,-35.023895
2020,357.503251,288.544704,64.869465,29.396386,12.435411,-37.742715
2021,384.010784,314.581230,63.429683,29.851805,11.107449,-34.959382
2022,368.618673,302.388491,62.341123,27.897641,9.961862,-33.970444
2023,338.216495,277.434269,61.411185,27.749234,9.002357,-37.380551
