"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,2.969024,0.499887,0.010179,1.929714,0.503305,0.025938
1991,2.976765,0.519371,0.010030,1.895268,0.529372,0.022724
1992,2.971830,0.514275,0.009884,1.866147,0.557960,0.023564
1993,2.984395,0.509798,0.009400,1.854050,0.587318,0.023830
1994,3.078281,0.482689,0.010308,1.863696,0.600282,0.121307
1995,3.102928,0.477270,0.010219,1.873481,0.610940,0.131018
1996,3.046691,0.440850,0.010034,1.874984,0.618396,0.102427
1997,2.971144,0.391974,0.010972,1.858266,0.627277,0.082655
1998,2.967204,0.388326,0.010601,1.851183,0.649052,0.068042
1999,2.953507,0.371474,0.010810,1.852943,0.661211,0.057069
2000,2.972816,0.323997,0.010977,1.917047,0.673188,0.047608
2001,2.978348,0.317963,0.010386,1.922922,0.685001,0.042077
2002,2.915123,0.280955,0.010760,1.884409,0.694685,0.044315
2003,2.866089,0.286670,0.010293,1.829025,0.699979,0.040122
2004,2.822261,0.266966,0.010889,1.808439,0.698525,0.037441
2005,2.783251,0.247253,0.008432,1.801338,0.692471,0.033756
2006,2.756048,0.227552,0.006625,1.800535,0.689963,0.031372
2007,2.750473,0.206665,0.008277,1.812989,0.691980,0.030562
2008,2.776589,0.209114,0.006275,1.839809,0.691607,0.029784
2009,2.731645,0.206107,0.004097,1.818611,0.671286,0.031544
2010,2.722159,0.218010,0.005896,1.796539,0.670481,0.031233
2011,2.621902,0.181463,0.005047,1.768854,0.634833,0.031705
2012,2.603877,0.195465,0.004065,1.748059,0.626471,0.029817
2013,2.546398,0.200675,0.003596,1.747426,0.564817,0.029884
2014,2.494549,0.163101,0.003764,1.768165,0.528739,0.030780
2015,2.470541,0.166764,0.003408,1.770349,0.499179,0.030840
2016,2.467859,0.173807,0.003480,1.756579,0.502339,0.031653
2017,2.448696,0.163126,0.003157,1.740509,0.506390,0.035513
2018,2.401188,0.154523,0.002824,1.714616,0.499024,0.030201
2019,2.404672,0.148803,0.002668,1.686792,0.531254,0.035155
2020,2.348675,0.130077,0.002301,1.658590,0.528751,0.028956
2021,2.303991,0.142516,0.002605,1.619272,0.508598,0.031000
2022,2.261115,0.125222,0.002141,1.584951,0.516416,0.032385
2023,2.232692,0.118922,0.001863,1.556535,0.524036,0.031337
2024,2.203848,0.111468,0.001657,1.542967,0.516761,0.030995
