"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1960,2.892503,,0,,,
1961,3.319788,,0,2.744000,0.227700,0.158200
1962,3.398927,,0,2.822000,0.298800,0.134500
1963,3.242400,,0,3.002000,0.370200,0.140300
1964,4.083234,,0,3.128000,0.499100,0.165700
1965,4.138403,,0,3.166000,0.577800,0.204600
1966,4.165649,,0,3.451200,0.699900,0.213300
1967,4.327688,,0,3.528500,0.732000,0.240700
1968,4.409388,,0,3.612100,0.841900,0.307100
1969,4.881537,,0,3.997200,1.075000,0.324700
1970,5.587543,,0,4.134200,1.144000,0.386700
1971,5.299002,,0,4.225800,1.282200,0.445600
1972,5.448954,,0,4.529500,1.498200,0.507400
1973,5.749232,,0,4.785000,1.650100,0.573100
1974,6.133019,,0,4.868000,1.817900,0.733500
1975,5.562395,,0,4.350000,1.236000,0.558000
1976,5.489099,,0,4.552000,1.757000,0.666400
1977,5.679288,,0,4.642000,1.610900,0.734800
1978,5.580501,,0,4.963000,1.789300,0.861000
1979,5.686282,,0,5.260000,1.976100,1.006700
1980,5.958169,,0,5.152000,2.109400,1.064400
1981,5.587678,,0,5.148000,2.070000,1.081600
1982,5.535872,,0,5.067000,2.083600,1.050800
1983,5.813311,,0,5.263000,2.404300,1.184500
1984,5.922945,,0,5.566000,2.562000,1.318000
1985,5.923790,,0,5.150000,2.432400,1.284000
1986,6.176726,,0,5.583000,2.729200,1.395900
1987,6.296826,,0,5.581000,2.799000,1.453400
1988,6.728408,,0,6.313000,3.387300,1.787300
1989,7.043110,,0,6.754000,3.536500,1.970000
1990,6.631349,,0,7.049000,3.791100,2.115500
1991,6.825134,,0,7.442000,3.786400,2.367400
1992,6.834496,,0,7.691000,4.310780,2.968999
1993,6.081965,,0,7.975000,3.885000,2.928000
1994,6.884011,,0,8.701000,4.482000,3.411000
1995,7.168864,,0,8.619000,4.319000,3.316000
1996,6.322702,,0,8.556000,3.097000,2.523000
1997,6.720573,,0,9.143000,4.189000,3.460300
1998,6.718829,,0,9.161300,5.727610,4.145768
1999,6.859056,,0,9.603000,5.976000,4.624000
2000,7.964045,,0,10.006000,6.130550,4.742672
2001,7.502904,,0,9.625000,5.806358,4.504860
2002,6.932316,,0,9.809000,5.927805,4.756144
2003,6.597715,,0,9.939000,6.044525,5.078809
2004,7.158960,,0,10.255000,6.302231,5.538455
2005,6.727929,,0,10.332000,6.089255,5.590369
2006,6.960974,,0,10.006200,6.216945,5.266984
2007,6.921080,,0,9.870500,6.373165,5.098415
2008,6.662325,,0,9.404000,6.156246,4.938407
2009,5.766741,,0,8.331500,5.320064,4.353624
2010,7.546688,,0,8.829800,5.604820,4.664061
2011,6.915692,,0,8.527213,5.553417,4.565663
2012,6.541998,,0,8.354181,5.258003,4.301378
2013,6.043726,,0,8.043150,5.008173,4.239629
2014,6.477874,,0,8.096000,5.001984,4.233214
2015,5.971550,,0,7.983677,4.933143,4.148320
2016,5.520063,,0,7.983500,4.788084,4.059199
2017,5.541831,,0,8.021410,4.807189,4.022359
2018,5.129349,,0,7.863503,4.728936,3.885065
2019,5.018109,,0,7.325000,4.849452,3.723797
2020,5.012139,,0,6.873000,4.502250,3.464747
2021,5.781904,,0,7.359001,4.742031,3.806827
2022,5.841433,,0,7.092000,4.845095,3.665056
2023,5.764433,,0,6.133700,4.215678,3.302171
