"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,-55.702440,-31.645440,-32.667730,-27.101600,-37.634771,-43.672581,-44.940814,-37.690503,-42.553787,-22.372283,-25.757697,-31.143588,-39.019300,-34.178254,-29.807122,-30.066438,-26.071829,-25.910822,-25.834755,-28.059821,-20.417171,-20.984824,-25.065738
1991,-51.610440,-26.372440,-27.536740,-22.883901,-34.493751,-37.916815,-40.304912,-35.122942,-38.455087,-18.356014,-22.043927,-29.789730,-37.550981,-33.303511,-28.806689,-28.772417,-25.860027,-26.434976,-25.979460,-28.180334,-20.434593,-21.018063,-24.618267
1992,-56.259530,-31.818530,-32.888820,-27.416392,-39.075067,-42.910315,-46.039248,-40.600417,-43.033320,-22.277904,-25.965398,-28.740595,-33.732118,-30.734591,-26.264550,-26.186190,-23.578586,-24.238562,-23.828188,-26.124211,-18.246243,-19.829083,-23.025382
1993,-61.609550,-38.378550,-39.389840,-34.021682,-47.505898,-51.414351,-54.115741,-49.336462,-50.216878,-28.814384,-32.356827,-34.725022,-38.704802,-36.120327,-31.841714,-31.614595,-26.357572,-27.062550,-26.774643,-29.197429,-22.108312,-24.034290,-26.909298
1994,-64.644800,-41.501800,-41.649090,-33.499784,-45.617620,-50.902780,-56.026220,-52.905550,-53.307607,-31.478971,-34.518840,-34.049692,-38.617343,-36.645654,-32.314334,-32.095906,-26.341769,-26.981246,-26.770843,-29.172937,-22.819414,-24.452638,-27.536958
1995,-62.055710,-37.925710,-38.088010,-30.792092,-44.498968,-50.230421,-56.664136,-53.097703,-52.500435,-30.198372,-33.282908,-35.393578,-40.290167,-38.815227,-34.790490,-34.555845,-28.525264,-29.478238,-29.350494,-31.709875,-26.034268,-27.704312,-31.028673
1996,-64.799760,-41.240760,-41.430060,-35.404222,-49.645650,-55.030922,-60.684765,-55.274015,-54.057214,-31.453628,-34.571641,-37.960636,-42.676565,-41.527011,-37.749086,-37.435655,-34.122608,-34.975089,-34.924838,-37.325298,-32.442982,-34.427621,-37.558743
1997,-68.158120,-44.810120,-44.905420,-37.654548,-50.638045,-56.704947,-62.547460,-59.718654,-58.361419,-35.482951,-38.364921,-36.886498,-42.385628,-41.747171,-38.003361,-37.670358,-33.926263,-34.699986,-34.704530,-37.122845,-33.524114,-35.040523,-38.210384
1998,-67.679790,-43.846790,-44.041090,-37.573323,-51.182276,-57.422249,-62.874532,-61.010393,-59.071968,-35.802129,-38.561538,-39.276729,-45.253817,-45.030050,-41.594031,-41.220943,-35.530680,-36.278770,-36.249925,-38.657229,-35.536926,-37.780332,-40.527166
1999,-69.344600,-46.066600,-46.256900,-39.175229,-52.437304,-58.992121,-64.781422,-64.533430,-61.902628,-38.416578,-41.003983,-40.129876,-46.258528,-46.486932,-43.075168,-42.604647,-38.430595,-39.098646,-39.106224,-41.628095,-39.821726,-42.286853,-45.099684
2000,-63.096410,-37.913410,-40.321710,-36.872440,-40.231160,-54.350400,-50.048532,-50.171886,-52.729843,-28.302548,-30.202731,-29.317019,-35.504746,-36.860294,-27.035043,-26.724726,-21.401628,-21.880312,-22.150021,-25.555640,-24.461649,-25.677374,-28.452590
2001,-66.370410,-49.857520,-48.558820,-42.763263,-47.570105,-59.252498,-59.077038,-57.219588,-58.184440,-33.898512,-35.749857,-36.011583,-42.153462,-43.195999,-38.146312,-37.749311,-33.201477,-33.568473,-33.646435,-36.848917,-37.434540,-39.973400,-42.325143
2002,,-54.864520,-55.093700,-49.983974,-57.806676,-64.504042,-66.284139,-64.005137,-63.752009,-39.773078,-41.614020,-39.864070,-44.941620,-45.918826,-45.888677,-45.220109,-41.302775,-41.797237,-42.238972,-43.055571,-44.757718,-49.630364,-52.108090
2003,,,-53.073220,-53.111131,-62.258560,-67.769431,-70.407374,-67.367553,-65.888705,-41.568445,-43.422438,-44.245909,-49.436210,-50.340484,-50.371187,-49.569533,-45.556758,-44.817459,-45.140596,-47.538850,-51.068154,-54.254727,-56.923502
2004,,,,-54.428038,-63.099160,-68.505118,-72.389734,-70.574439,-67.116558,-42.284505,-44.264891,-43.544122,-49.305845,-50.492503,-51.239022,-50.637965,-47.927212,-47.801920,-48.104579,-49.505784,-51.848499,-55.884693,-58.646987
2005,,,,,-65.255245,-67.967870,-75.295118,-73.326365,-68.104349,-43.505137,-45.322315,-44.141514,-50.581787,-51.297286,-52.582856,-52.293642,-48.731250,-48.762610,-48.752760,-51.555631,-53.589949,-54.939684,-57.779308
2006,,,,,,-72.326268,-75.018747,-73.116844,-72.526395,-47.151089,-49.759229,-47.773153,-54.355770,-55.280994,-54.612781,-55.492602,-51.266742,-50.636790,-50.357522,-53.180669,-53.491393,-54.233416,-57.133396
2007,,,,,,,-76.350298,-72.947974,-71.651413,-46.766696,-50.420093,-47.256539,-54.324289,-55.194732,-54.415785,-53.816836,-51.906975,-51.017845,-49.756855,-53.261081,-51.976720,-49.977534,-52.789076
2008,,,,,,,,-70.998649,-72.077137,-46.653228,-50.881230,-47.126045,-53.145816,-54.318996,-53.754466,-52.354847,-52.867718,-51.245047,-49.653858,-53.263136,-51.424555,-48.692236,-51.662159
2009,,,,,,,,,-67.125935,-39.397853,-41.888874,-43.637895,-47.456710,-47.337868,-47.976751,-47.835856,-48.830919,-41.438002,-39.194605,-42.124197,-40.719427,-37.180107,-39.993548
2010,,,,,,,,,,-35.493521,-37.787588,-40.224662,-40.903108,-42.365310,-42.749736,-41.930640,-43.621458,-41.269941,-39.967165,-43.000943,-43.678665,-38.836044,-42.008466
2011,,,,,,,,,,,-47.594208,-43.219239,-44.847152,-47.998299,-39.211213,-38.410273,-38.523061,-39.460430,-39.689126,-42.731715,-45.042664,-39.861991,-43.182353
2012,,,,,,,,,,,,-47.806131,-50.190620,-55.915836,-47.993033,-44.870091,-40.787834,-40.302014,-41.807390,-45.896751,-50.056604,-43.291984,-46.339542
2013,,,,,,,,,,,,,-48.007284,-56.871044,-48.243775,-46.345522,-44.598924,-42.409093,-44.972025,-48.717018,-48.085430,-47.983419,-52.184358
2014,,,,,,,,,,,,,,-54.037640,-43.063313,-46.612379,-36.771196,-35.835392,-38.869033,-42.256129,-43.393171,-41.614846,-44.672113
2015,,,,,,,,,,,,,,,-39.087213,-45.076985,-39.754216,-30.599748,-35.105732,-38.413089,-39.292589,-38.260881,-41.509924
2016,,,,,,,,,,,,,,,,-40.916784,-37.539377,-33.151512,-37.812642,-29.323631,-32.368977,-32.180238,-37.667439
2017,,,,,,,,,,,,,,,,,-35.918727,-30.734490,-36.214030,-18.929349,-21.164659,-21.273285,-29.846375
2018,,,,,,,,,,,,,,,,,,-29.749679,-34.724985,-18.348818,-22.227140,-26.125808,-39.814415
2019,,,,,,,,,,,,,,,,,,,-34.763006,-14.383500,-18.598136,-20.311446,-36.597892
2020,,,,,,,,,,,,,,,,,,,,-18.618931,-24.441121,-22.952180,-39.214293
2021,,,,,,,,,,,,,,,,,,,,,-19.108556,-20.641343,-36.430077
2022,,,,,,,,,,,,,,,,,,,,,,-20.272246,-35.598951
2023,,,,,,,,,,,,,,,,,,,,,,,-38.853641
