"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,209.433043,11.743105,78.908874,101.185446,9.497133,8.098486
1991,210.222966,12.322866,79.210092,101.036117,9.715639,7.938252
1992,210.810915,12.296456,79.804016,101.383743,9.529746,7.796953
1993,206.892026,12.593183,79.966840,97.406071,9.455177,7.470755
1994,205.700972,12.694306,82.576226,94.013312,9.378775,7.038353
1995,211.978456,13.869253,87.476004,94.561434,9.533514,6.538252
1996,217.407650,15.527337,89.474863,96.715031,9.478862,6.211557
1997,217.421932,16.224331,88.008899,97.836155,9.438297,5.914251
1998,194.251731,17.410189,63.367862,98.316050,9.575812,5.581819
1999,173.193687,13.538110,45.295606,99.425245,9.598575,5.336150
2000,170.076897,13.381039,40.538648,101.378077,9.707216,5.071916
2001,169.315879,13.793493,40.904905,99.736098,9.793769,5.087614
2002,160.027368,14.182707,32.290687,98.304658,9.821424,5.427892
2003,152.888421,14.434034,31.674739,91.635751,9.792389,5.351508
2004,148.344235,14.581963,22.541577,95.980721,9.897242,5.342732
2005,147.167182,14.378771,22.701099,95.025077,9.790952,5.271283
2006,141.792519,13.554931,20.307934,92.986757,9.689879,5.253019
2007,141.322927,13.175794,18.926234,94.320918,9.602790,5.297192
2008,141.425070,13.182358,15.553952,97.450612,9.899376,5.338773
2009,136.006659,12.303873,13.169358,94.880497,10.150010,5.502922
2010,126.223811,12.727624,7.684883,89.652907,10.740296,5.418102
2011,124.079428,12.714285,4.672969,90.624311,10.768589,5.299274
2012,123.967134,13.232004,3.460779,91.737960,10.532661,5.003730
2013,121.543244,13.980763,3.405487,89.110517,10.220583,4.825894
2014,125.428495,13.628513,4.028404,92.812724,10.283249,4.675605
2015,125.058390,13.806957,4.384050,91.698760,10.611938,4.556683
2016,121.697962,13.912271,3.491311,89.374898,10.541516,4.377965
2017,125.152203,13.997899,5.605601,90.557520,10.610714,4.380469
2018,120.384984,13.488622,3.715457,88.642788,10.632148,3.905969
2019,118.978494,13.473132,3.128494,87.935274,10.383551,4.058043
2020,115.045544,12.606676,2.556593,86.047023,10.379890,3.455362
2021,117.810959,13.312996,2.098754,88.397818,10.419467,3.581925
2022,111.870691,13.310499,1.934981,82.650536,10.371776,3.602898
2023,110.510976,12.850655,1.554957,82.469683,9.933306,3.702375
2024,109.100177,12.804905,1.291163,81.584964,9.958423,3.460722
