"YYYYMM","Natural gas","Oil","Others"
199208,,2.619396,
199209,,7.988040,
199210,,11.385396,
199211,,17.167428,
199212,,16.928604,
199301,,13.162788,
199302,,15.571836,
199303,,21.588912,
199304,,23.019228,
199305,,20.408292,
199306,,17.448012,
199307,,24.016824,
199308,1.922057,27.463500,
199309,0.720847,10.319832,
199310,2.106281,25.607196,
199311,2.221063,26.351064,
199312,2.105329,23.756976,
199401,2.303339,27.422604,
199402,2.599862,30.120120,
199403,2.147657,36.683892,
199404,0.816037,29.223720,
199405,0.298824,37.586376,
199406,1.222815,30.566232,
199407,1.327034,23.519484,
199408,0.773209,21.651768,
199409,0.981951,14.395644,
199410,2.456981,36.074196,
199411,1.972356,31.702824,
199412,2.450755,36.438732,
199501,2.985629,36.789336,
199502,2.154288,31.202640,
199503,1.902594,30.114036,
199504,1.663293,29.811888,
199505,1.310665,26.995824,
199506,1.562395,36.337356,
199507,2.094308,33.990048,
199508,2.305372,38.010672,
199509,1.200951,33.259068,
199510,3.816073,38.868516,
199511,3.626679,35.507844,
199512,2.838888,38.588760,
199601,2.835107,36.535392,
199602,2.707348,35.444160,
199603,1.230415,16.704288,
199604,2.306292,34.374672,
199605,2.310853,36.314748,
199606,2.693466,37.207476,
199607,2.396418,35.596188,
199608,2.559975,35.723052,
199609,1.465508,37.236960,
199610,2.562544,37.971432,
199611,2.397257,35.455104,
199612,2.128361,34.787448,
199701,3.174509,41.654268,
199702,1.724146,31.849056,
199703,1.533836,29.650536,
199704,2.274992,37.469268,
199705,2.517476,35.662716,
199706,2.447635,33.335208,
199707,2.150469,28.178244,
199708,2.353766,30.531816,
199709,2.317570,27.960120,
199710,2.081188,31.918788,
199711,1.683877,27.969336,
199712,1.474004,31.544028,
199801,1.675687,31.548996,
199802,1.712764,27.166140,
199803,1.881507,30.926844,
199804,1.948905,32.955732,
199805,0.379113,11.269440,
199806,2.041504,36.482688,
199807,2.600954,35.036352,
199808,0.843431,33.459156,
199809,2.287749,32.933664,
199810,2.296215,32.336748,
199811,1.414691,27.992772,
199812,2.074309,31.171500,
199901,1.353546,29.378196,
199902,1.170214,26.290332,
199903,1.020050,25.403220,
199904,1.763668,31.034808,
199905,0.966189,24.122340,
199906,1.224246,30.409848,
199907,1.288451,32.704848,
199908,1.086297,29.817180,
199909,0.974827,23.735808,
199910,1.169296,32.000688,
199911,1.032107,25.653240,
199912,1.121843,27.803304,
200001,1.115560,25.232652,
200002,1.001228,25.462260,
200003,0.884335,23.779548,
200004,0.986343,17.859816,
200005,0.991196,26.524980,
200006,1.400586,28.507140,
200007,1.393910,33.045372,
200008,1.083493,29.776032,
200009,0.384036,12.834648,
200010,1.458111,26.717004,
200011,1.120282,28.213416,
200012,1.386814,31.194468,
200101,1.263517,31.070376,
200102,1.245113,25.120476,
200103,1.072591,24.684264,
200104,1.660423,28.770516,
200105,1.400276,27.779040,
200106,1.427753,30.833784,
200107,2.273959,47.171124,
200108,2.585227,46.591668,
200109,1.834944,41.238828,
200110,2.054973,36.487980,
200111,2.674209,37.226196,
200112,1.877396,38.650068,
200201,2.095188,39.764736,
200202,1.257364,31.310784,
200203,1.677293,37.439568,
200204,1.954379,37.558584,
200205,1.751059,39.159720,
200206,0.957743,40.493664,
200207,1.758729,42.801588,
200208,0.948947,38.596536,
200209,0.354345,18.028800,
200210,1.255991,36.027036,
200211,2.557899,45.125388,
200212,2.227425,48.750156,
200301,1.445652,41.693472,
200302,1.613413,35.961660,
200303,2.318197,44.610156,
200304,1.262667,39.810600,
200305,1.288189,39.994308,
200306,1.267414,36.664740,
200307,1.254617,45.802836,
200308,1.489973,33.479136,
200309,1.363112,41.295924,
200310,1.847691,46.056060,
200311,1.140275,42.835392,
200312,1.089273,41.331636,
200401,0.550433,40.847220,
200402,0.417968,35.900712,
200403,0.669064,38.821680,
200404,0.655437,39.552300,
200405,1.561264,41.529528,
200406,0.607227,28.344276,
200407,0.428560,40.189824,
200408,0.141848,27.369396,
200409,1.117600,32.471460,
200410,1.211760,41.634396,
200411,0.738831,35.486028,
200412,0,13.250808,
200501,0.211034,14.533488,
200502,1.373239,22.351320,
200503,1.156099,28.299060,
200504,1.439249,29.250144,
200505,1.807254,30.506796,
200506,1.594771,24.923520,
200507,1.818602,29.318868,
200508,1.155709,33.095376,
200509,1.276789,28.433628,
200510,0.971483,23.253516,
200511,0.913694,27.926856,
200512,0.616934,30.517164,
200601,0.784731,30.053952,
200602,0.600781,24.798024,
200603,0.641412,24.640884,
200604,0,7.351992,
200605,0.853594,20.339640,
200606,0.288266,25.603560,
200607,0.371713,28.184184,
200608,0.882087,30.527784,
200609,0.635687,28.526832,
200610,0.106250,21.568248,
200611,0.608140,27.917460,
200612,0.407322,29.835612,
200701,0.244396,28.185768,
200702,0.325019,26.588016,
200703,0.084295,27.609948,
200704,0,24.748056,
200705,0.163866,22.634028,
200706,0.217924,24.354576,
200707,0.154402,28.532808,
200708,0.022184,11.255688,
200709,0.297941,24.167988,
200710,0.528883,29.847852,
200711,0.556891,27.872208,
200712,0.093850,25.941924,
200801,0.026900,27.136332,
200802,0.266994,29.125152,
200803,0.668983,27.377676,
200804,0.384090,19.524096,
200805,1.162348,26.202204,
200806,2.274123,28.369116,
200807,1.884136,29.282940,
200808,0.594426,22.597308,
200809,0.105389,18.112104,0.002412
200810,0.890583,26.294832,0.028512
200811,0.920959,24.684552,0.035928
200812,0.195683,26.278056,0.012708
200901,0.059930,24.158844,0.002232
200902,0.258640,20.331540,0.007956
200903,0.377236,23.439852,0.015048
200904,0.775063,0.315360,0.037980
200905,0.166032,21.603348,0.003204
200906,0.162821,18.125892,0.001548
200907,0.498044,23.039064,0.005292
200908,0.342922,14.627376,0.004104
200909,0.128070,9.281556,0.003888
200910,1.304891,17.966556,0.056736
200911,0.674861,20.939220,0.022824
200912,0.843500,22.380228,0.036936
201001,0.668355,21.116880,0.041256
201002,0.496464,18.357948,0.024444
201003,0.120559,23.370084,0.006156
201004,0.488051,19.207404,0.020772
201005,1.445110,14.153004,0.068652
201006,1.210211,18.041004,0.013356
