"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
2000,70.113015,26.932608,33.512768,9.648704,0.018935,
2001,69.741398,26.038018,33.867109,9.810969,0.025302,
2002,71.850291,27.804047,33.918081,10.096532,0.031631,
2003,72.864335,27.302240,35.337990,10.185603,0.038502,
2004,74.211117,30.867087,33.117080,10.181046,0.045904,
2005,77.359726,32.096841,35.109423,10.099475,0.053988,
2006,76.695432,31.334424,34.971848,10.326238,0.062922,
2007,84.970662,35.683432,38.383119,10.827805,0.076306,
2008,82.470311,38.894141,32.776428,10.707024,0.092718,
2009,88.046407,40.229540,36.566271,11.138847,0.111749,
2010,171.176653,45.062168,37.129037,11.034976,0.134162,77.816310
2011,163.561225,47.287601,31.444019,11.306194,0.166601,73.356809
2012,173.393530,47.389979,31.810960,11.370911,0.211620,82.610061
2013,186.954769,47.974756,32.090479,11.349828,0.283929,95.255778
2014,192.419833,51.814839,33.534539,11.406370,0.322569,95.341516
2015,190.800031,53.005030,32.776208,11.640755,0.386896,92.991142
2016,183.374119,55.593140,33.322106,11.477582,0.512967,82.468324
2017,193.190660,54.633754,34.170822,11.782139,0.612111,91.991834
2018,204.907638,55.607298,33.909178,11.452065,0.756145,103.182952
2019,212.434068,58.685101,34.404682,12.062595,0.926654,106.355037
2020,212.782216,46.966241,34.229811,11.906300,1.109119,118.570745
2021,194.895529,59.471609,37.142317,12.307836,1.182076,84.791691
