"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil","Other"
2020,"NaN",-2.900000,-0.880000,"NaN",0.150000,-0.020000,"NaN",-0.130000
2021,"NaN",3.400000,1.380000,"NaN",-0.000000,0.020000,"NaN",0.030000
2022,"NaN",3.820000,-2.190000,"NaN",0.150000,0.030000,"NaN",0.270000
2023,"NaN",1.880000,-0.630000,"NaN",0.420000,0.130000,"NaN",0.580000
2024,"NaN",-2.670000,2.940000,"NaN",1.550000,0.320000,"NaN",-0.480000
