"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,81.254983,67.747434,12.294501,2.488876,0.136018,-1.411847
1991,70.988337,57.529664,12.202122,2.480868,0.125960,-1.350277
1992,62.365982,54.197672,11.623417,2.103369,0.095292,-5.653769
1993,54.054848,46.112603,11.407970,1.969304,0,-5.435029
1994,48.883357,42.373711,10.665838,2.043715,0,-6.199908
1995,57.644576,48.951604,11.126247,2.263353,0.060160,-4.756788
1996,65.768596,56.359441,11.011436,2.494160,0.072615,-4.169056
1997,69.616426,61.777266,10.998279,2.787488,0.088438,-6.035046
1998,68.697935,61.563242,10.775770,2.513576,0.094069,-6.248721
1999,48.902494,43.973365,10.081663,2.050865,0.029620,-7.233019
2000,56.325283,48.277958,10.204753,1.890966,0.002003,-4.050398
2001,53.934391,50.850768,9.684167,2.194682,0.009999,-8.805224
2002,60.353443,54.864204,9.423008,2.847519,0.009698,-6.790987
2003,64.682873,58.241363,9.393674,2.416387,0.021489,-5.390040
2004,71.092462,63.491235,9.395832,3.570059,0.031420,-5.396084
2005,62.857768,56.548007,9.081284,3.400380,0.056416,-6.228319
2006,66.754556,60.095361,9.160150,3.165383,0.056016,-5.722354
2007,68.174034,60.421821,9.088874,3.500742,0.114887,-4.952291
2008,65.918490,60.057948,9.031762,3.180110,0.163413,-6.514743
2009,59.069247,52.863710,8.798508,3.588080,0.232344,-6.413394
2010,57.740744,51.759558,8.899056,2.884881,0.256495,-6.059246
2011,63.391624,56.443073,9.108325,3.137980,0.347438,-5.645191
2012,57.779976,49.330988,9.102331,3.651043,0.407945,-4.712330
2013,58.444591,50.943349,9.150208,3.587072,0.461025,-5.697063
2014,49.007275,42.473470,8.895116,2.922670,0.518228,-5.802210
2015,57.256640,50.186409,9.012106,2.823167,0.502216,-5.267258
2016,59.060331,51.701614,8.790019,3.059561,0.449776,-4.940639
2017,59.678717,52.839223,8.664078,2.831837,0.403071,-5.059492
2018,58.251775,51.629007,8.650586,2.418218,0.373374,-4.819411
2019,57.319584,51.053142,8.766979,2.296647,0.299749,-5.096933
2020,58.681014,51.759613,8.905046,2.729308,0.234417,-4.947369
2021,56.759740,50.713893,8.800040,2.013161,0.214488,-4.981842
2022,58.022670,51.445763,8.712501,2.200556,0.212735,-4.548886
