"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,9.489216,1.117266,2.126205,5.688080,0.460433,0.097232
1991,9.438882,0.933221,1.698975,6.360309,0.369262,0.077115
1992,8.008217,0.839071,1.509678,5.218900,0.369592,0.070975
1993,7.558424,0.800616,1.044090,5.216612,0.370017,0.127088
1994,7.786695,0.746765,1.405728,5.189244,0.370394,0.074563
1995,8.608871,0.833830,1.339155,5.997247,0.370725,0.067914
1996,9.499425,0.961849,2.064411,6.015505,0.370158,0.087501
1997,10.577674,1.073891,2.162628,6.912902,0.369403,0.058851
1998,9.553732,1.036555,1.668366,6.411857,0.368412,0.068541
1999,7.790564,0.752293,0.711351,5.908284,0.367185,0.051450
2000,7.329291,0.806239,0.684000,5.279899,0.365581,0.193572
2001,8.344234,0.875327,0.729000,6.312853,0.364637,0.062416
2002,10.851250,0.956386,1.197000,8.238044,0.353925,0.105895
2003,9.181173,1.015656,0.783000,6.966804,0.352981,0.062731
2004,13.528257,1.100719,1.557000,10.462025,0.352179,0.056334
2005,12.888434,1.017144,1.539000,9.924384,0.351094,0.056812
2006,11.986718,1.065995,0.855000,9.674120,0.349725,0.041878
2007,13.645986,1.084694,1.368000,10.409344,0.348309,0.435639
2008,12.041182,1.102644,0.648000,9.902925,0.346847,0.040766
2009,13.587071,1.081797,0.621000,11.491696,0.345431,0.047147
2010,10.931719,1.026279,1.134000,8.382003,0.344062,0.045374
2011,11.913128,1.072581,1.539000,8.887347,0.342505,0.071696
2012,13.964504,1.060555,1.692000,10.685244,0.339721,0.186984
2013,13.583712,1.101571,1.818000,10.278669,0.337880,0.047591
2014,11.068061,0.981782,1.197000,8.513697,0.336465,0.039117
2015,10.736966,1.067641,0.882000,8.369242,0.334577,0.083506
2016,11.612418,1.126074,0.202500,9.884248,0.332690,0.066906
2017,10.747800,1.144165,0.342687,8.868053,0.331274,0.061621
2018,9.186654,1.103043,0.299337,7.394529,0.328442,0.061303
2019,8.727531,1.101474,0.000020,7.238074,0.327027,0.060937
2020,10.359847,1.186626,,8.788382,0.324268,0.060570
2021,7.656664,1.177516,,6.098564,0.320755,0.059829
2022,8.363071,1.212184,,6.778401,0.313398,0.059088
