"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1990,-2.011685,0.018590,0.354426,0.178951,0.073115,0.024962,-0.050206,0
1991,-1.861270,0.018590,0.264547,0.178951,0.073115,0.024962,-0.049172,0
1992,-6.145160,0.018590,0.243934,0.178951,0.073115,0.024962,-0.048161,0
1993,-6.083764,0.018590,0.579516,0.178951,0.073115,0.024962,-0.226399,0
1994,-6.808024,0.018590,0.280794,0.178951,0.073115,0.024962,0.031704,0
1995,-5.324470,0.018590,0.233278,0.178951,0.073115,0.024962,0.038786,0
1996,-4.740026,0.012006,0.295592,0.164296,0.070924,0.021443,0.006710,0
1997,-6.495568,0.012006,0.236284,0.164296,0.070924,0.021443,-0.044430,0
1998,-6.791079,0.012006,0.291399,0.164296,0.044611,0.021443,0.008603,0
1999,-7.474685,0.012006,0.177064,0.164296,0.070720,0.021443,-0.203862,0
2000,-5.444166,0.012006,1.158742,0.164296,0.070720,0.021443,-0.033439,0
2001,-8.922551,0.062966,-0.099163,0.155502,0.127297,0.008667,-0.137941,0
2002,-7.178309,0.068316,0.123577,0.153642,0.127534,0.008336,-0.094083,0
2003,-5.530591,0.073666,-0.129717,0.151782,0.127772,0.008005,-0.090956,0
2004,-5.565530,0.079016,-0.135822,0.149922,0.128010,0.007674,-0.059352,0
2005,-6.312939,0.084365,-0.134940,0.148061,0.128247,0.007343,-0.148457,0
2006,-5.856568,0.031913,-0.009310,0.122698,0.124778,0.006835,-0.142699,0
2007,-6.647153,0.014022,1.510935,0.099952,0.140316,0.073194,-0.143556,0
2008,-6.534431,0.014040,-0.015381,0.097084,0.140627,0.074592,-0.291274,0
2009,-6.419861,0.014057,0.056729,0.094217,0.140938,0.075991,-0.375466,0
2010,-6.116382,0.014074,0.011796,0.091349,0.141250,0.077389,-0.278724,0
2011,-5.731222,0.010680,0.168732,0.091228,0.143023,0.079501,-0.407133,0
2012,-5.060916,0.010675,0.374993,0.088250,0.143355,0.080986,-0.349675,0
2013,-5.735643,0.010671,0.020496,0.085272,0.143688,0.082471,-0.304018,0
2014,-5.781483,0.010667,0.015381,0.082295,0.144020,0.083956,-0.357044,0
2015,-5.310996,0.056114,0.035475,0.092800,0.147867,0.089732,-0.378250,0
2016,-5.018146,0.056194,0.006751,0.089147,0.148280,0.091543,-0.314407,0
2017,-5.098612,0.056274,-0.005377,0.085495,0.148692,0.093355,-0.339318,0
2018,-4.853649,0.056353,-0.001783,0.081842,0.149283,0.095167,-0.346623,0
2019,-5.101128,0.056433,0.001811,0.078190,0.149695,0.096978,-0.378912,0
2020,-5.042513,0.056512,0.005405,0.074537,0.150108,0.098790,-0.290208,0
2021,-5.100163,0.052971,0.004560,0.072672,0.150146,0.101014,-0.263042,0
2022,-4.679775,0.049430,0.003715,0.070807,0.150184,0.103239,-0.246485,0
