"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,,,,0.015568
1962,,,,0.016556
1963,,,,0.017606
1964,,,,0.018723
1965,,,,0.019911
1966,,,,0.021174
1967,,,,0.022517
1968,,,,0.023945
1969,,,,0.025364
1970,,,,0.026679
1971,,,,0.027680
1972,,,,0.028410
1973,,,,0.029672
1974,,,,0.032253
1975,,,,0.035174
1976,,,,0.035655
1977,,,,0.039441
1978,,,,0.040416
1979,,,,0.046081
1980,,,,0.047988
1981,,,,0.054785
1982,,,,0.063650
1983,,,,0.070058
1984,,,,0.077851
1985,,,,0.086207
1986,,,,0.092232
1987,,,,0.101058
1988,,,,0.107140
1989,,,,0.114349
1990,,,,0.118957
1991,,,,0.122053
1992,,,,0.127940
1993,,,,0.133529
1994,,,,0.137956
1995,,,,0.143468
1996,,,,0.147134
1997,,,,0.154823
1998,,,,0.159210
1999,,,,0.169411
2000,,,0.100000,0.178587
2001,,,0.140000,0.184940
2002,,,0.140000,0.191519
2003,,,0.428000,0.198332
2004,,,0.558000,0.205387
2005,,,0.558000,0.212693
2006,,,0.558000,0.219226
2007,,,0.558000,0.225960
2008,,,0.558000,0.232900
2009,,,2.300000,0.240054
2010,,,2.372000,0.247428
2011,,,2.372000,0.254029
2012,,,2.372000,0.260807
2013,,,2.372000,0.267766
2014,,,2.372000,0.274910
2015,0,0,2.372000,0.282245
2016,0,0,2.372000,0.288434
2017,0,0,2.372000,0.294758
2018,0,0,2.372000,0.301220
2019,0,0,2.372000,0.307825
2020,0,0,2.372000,0.314574
2021,0,0,2.372000,0.321438
2022,0,0,2.372000,0.328450
2023,0,0,2.372000,0.335616
