"Year","Living biomass (gains)","Living biomass (losses)","Dead wood (net)","Litter (net)","Mineral Soils (net)","Organic Soils (net)"
2011,-2.082067,0.018282,0,0,,
2020,-2.097982,0.384343,0,0,,
2021,-2.100908,0.270898,0,0,,
2022,-2.104666,0.054425,0,0,,
