"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
2011,20.335573,20.384513,1.351457,0.556581,1.100974,-3.057953
2020,22.389223,21.043446,1.847015,0.585209,1.830813,-2.917260
2021,18.220075,17.211868,1.788676,0.535703,1.716349,-3.032521
2022,17.268326,16.528855,1.788961,0.544696,1.656526,-3.250711
