"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.118100,0.003100,0.046400,0.047400
1962,0.074400,0.002700,0.046600,0.025750
1963,0.110800,0.002200,0.057800,0.039702
1964,0.135000,0.002400,0.068600,0.054400
1965,0.129900,0.002700,0.074600,0.085200
1966,0.162900,0.002264,0.077800,0.071200
1967,0.089600,0.001227,0.089000,0.048400
1968,0.138100,0.002269,0.111400,0.087800
1969,0.172400,0.002553,0.130400,0.070000
1970,0.140200,0.003790,0.144200,0.059200
1971,0.164700,0.003569,0.178800,0.071800
1972,0.204700,0.004706,0.180600,0.098100
1973,0.204700,0.004706,0.180600,0.074000
1974,0.204000,0.004706,0.180600,0.056000
1975,0.204000,0.004706,0.177200,0.038000
1976,0.204000,0.004706,0.173600,0.032000
1977,0.050000,0.016100,0.122600,0.021800
1978,0.050000,0.016100,0.125400,0.021800
1979,0.050000,0.016100,0.129000,0.021800
1980,0.050000,0.016100,0.129000,0.021800
1981,0.070000,0.015200,0.129000,0.006500
1982,0.060000,0.015200,0.130800,0.006400
1983,0.070000,0.016100,0.130800,0.006400
1984,0.100000,0.021200,0.131800,0.006400
1985,0.080000,0.021200,0.101400,0.006400
1986,0.004373,0.069154,0.143424,0.007416
1987,0.001233,0.010052,0.197550,0.006203
1988,0.005064,0.009553,0.115644,0.007146
1989,0.008450,0.006692,0.088038,0.006305
1990,0.002428,0.006076,0.105822,0.005864
1991,0.002428,0.006076,0.105822,0.005798
1992,0.080499,0.041746,0.119842,0.000849
1993,0.012300,0.033925,0.181600,0.002569
1994,0.107400,0.072393,0.173200,0.002000
1995,0.075900,0.038700,0.118200,0.001100
1996,0.197400,0.122500,0.170000,0.005700
1997,0.302200,0.120700,0.220600,0.002800
1998,0.338000,0.107300,0.300200,0.001800
1999,0.238300,0.104000,0.276800,0.000900
2000,0.198600,0.088600,0.203000,0.000400
2001,0.187600,0.163900,0.282600,0.000300
2002,0.208100,0.163900,0.282600,0.000300
2003,0.196500,0.163900,0.282600,0.000300
2004,0.239414,0.298560,0.340076,0.038367
2005,0.225714,0.298560,0.340076,0.038367
2006,0.210614,0.298560,0.340076,0.038367
2007,0.244300,0.285400,0.408990,0.038367
2008,0.288900,0.285400,0.408990,0.038367
2009,0.352100,0.285400,0.408990,0.016705
2010,0.368223,0.318313,0.457078,0.014549
2011,0.386662,0.190763,0.433292,0.015401
2012,0.337506,0.155944,0.448818,0.031799
2013,0.308633,0.259824,0.391778,0.013762
2014,0.379477,0.256056,0.474294,0.051488
2015,0.323161,0.219987,0.288210,0.015332
2016,0.269133,0.233379,0.395528,0.004497
2017,0.249574,0.244401,0.419260,0.004466
2018,0.258786,0.260760,0.421100,0.007645
2019,0.233181,0.232625,0.351356,0.004252
2020,0.128449,0.106096,0.252480,0.001898
2021,0.173377,0.182165,0.260125,0.002605
2022,0.122596,0.225431,0.272352,0.000178
2023,0.118254,0.129045,0.231040,0.000132
