"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,,0.003200,,0.001100
1962,,0.004300,,0.002600
1963,,0.004600,,0.002700
1964,,0.003900,,0.002500
1965,,0.005600,,0.002300
1966,,0.008900,,0.001400
1967,,0.011700,,0.000900
1968,,0.013700,,0.000800
1969,,0.015500,,0.000800
1970,0.000700,0.016600,,0.000800
1971,0.001300,0.010300,,0.000800
1972,0.002200,0.025200,,0.000300
1973,0.002200,0.025200,,0.000300
1974,0.002200,0.025200,,0.000300
1975,0.002200,0.025200,,0.000300
1976,0.002200,0.025200,,0.000300
1977,0.004700,0.010900,,
1978,0.004700,0.010900,,
1979,0.004700,0.010900,,
1980,0.004700,0.010900,,
1981,0.001900,0.010900,,
1982,0.001100,0.010900,,
1983,0.001100,0.010900,,
1984,0.001100,0.010900,,
1985,0.001100,0.010900,,
1986,0,0.000756,,
1987,0.000031,0.011944,,
1988,0.000014,0,,
1989,0,0.000695,,
1990,0.000054,0,,
1991,0.000054,0,,
1992,0.000124,0.000532,0.034222,0.000056
1993,0.000124,0.000100,0.004000,0
1994,0,0.000100,0.003200,0
1995,0,0,0.003600,0
1996,0.003000,0.000600,0.024600,0.000600
1997,0.000900,0.000500,0.006000,0
1998,0.000900,0.000500,0.008002,0
1999,0.000500,0,0.008198,0
2000,0.000500,0,0.011600,0
2001,0.025900,0.000400,0.042800,0
2002,0.025900,0.000400,0.042800,0
2003,0.025900,0.000400,0.042800,0
2004,0.000547,0.002154,0.026770,0.000550
2005,0.000547,0.002154,0.026770,0.000550
2006,0.000547,0.002154,0.026770,0.000550
2007,0.027600,0.002154,0.026770,0.000550
2008,0.039400,0.002154,0.026770,0.000550
2009,0.039400,0.002154,0.026770,0.000550
2010,0.023221,0.001542,0.094910,0.003128
2011,0.020785,0.002282,0.090082,0.001268
2012,0.019892,0.001884,0.066228,0.000965
2013,0.024266,0.003200,0.045434,0.000203
2014,0.006177,0.009756,0.041620,0.000230
2015,0.007411,0.000962,0.038068,0.000442
2016,0.003086,0.001841,0.030276,0.000027
2017,0.002048,0.001493,0.043332,0.000074
2018,0.004174,0.002662,0.057582,0.000013
2019,0.003183,0.007377,0.071534,0
2020,0.001995,0.002313,0.041074,0
2021,0.001379,0.004939,0.020466,0.000005
2022,0.001082,0.008606,0.026189,0.000005
2023,0.001000,0.010676,0.012558,0.000113
