"Year","Living biomass (net)","Dead wood (net)","Litter (net)","Mineral Soils (net)","Organic Soils (net)"
2011,-2.063785,0,0,,
2020,-1.713639,0,0,,
2021,-1.830009,0,0,,
2022,-2.050240,0,0,,
