"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
2020,-102.426539,-1.003298,-0.000225,0,0,1.040698,-0.141274,0
2021,-101.103467,-1.003298,-0.000225,0,0,1.040698,-3.403104,0
2022,-99.566972,37.458470,0.020242,0.001302,0.317672,4.157453,-2.685680,0
