"Year","Living biomass (gains)","Living biomass (losses)","Dead wood (net)","Litter (net)","Mineral Soils (net)","Organic Soils (net)"
2020,-128.987170,28.713970,-1.322049,-0.975011,0.129338,
2021,-128.987170,28.569014,-1.322049,-0.975011,0.129338,
2022,-129.607901,32.627918,-1.575692,-1.159349,0.179931,
