"YYYYMM","Natural gas","Oil","Others"
199001,,2.527128,
199002,,4.138056,
199003,,5.555304,
199004,,5.524164,
199005,,9.331524,
199006,,10.279404,
199007,,9.216684,
199008,,9.333648,
199009,,11.805876,
199010,,12.320748,
199011,,11.603268,
199012,,11.792844,
199101,,11.261304,
199102,,10.554516,
199103,,11.249676,
199104,,10.445868,
199105,,10.982124,
199106,,10.731204,
199107,,10.266264,
199108,,2.690424,
199109,,11.677860,
199110,,12.217212,
199111,,11.711700,
199112,,11.833020,
199201,,12.357972,
199202,,9.264816,
199203,,12.823200,
199204,,12.449916,
199205,,12.865464,
199206,,12.284460,
199207,,12.030480,
199208,,12.294720,
199209,,8.983980,
199210,,12.323700,
199211,,12.180816,
199212,,12.464640,
199301,,12.445452,
199302,,11.455020,
199303,,13.496688,
199304,,12.110868,
199305,,12.070008,
199306,,6.616296,
199307,0,11.174544,
199308,1.353722,13.064400,
199309,1.080544,11.786580,
199310,0.649910,12.893580,
199311,0.587679,11.386080,
199312,1.106366,13.070376,
199401,1.425466,13.139352,
199402,1.345628,12.318912,
199403,1.154506,13.248576,
199404,0.801379,12.262140,
199405,0.153478,13.976208,
199406,0.602842,14.477112,
199407,0.570941,13.187988,
199408,0.403776,9.231624,
199409,0.607802,14.850540,
199410,1.041672,14.637492,
199411,1.081180,13.685292,
199412,1.056915,14.922972,
199501,2.337689,14.150520,
199502,1.120224,12.197916,
199503,1.536890,15.383484,
199504,1.322590,15.181776,
199505,1.392925,15.141348,
199506,0.440285,7.340796,
199507,1.346304,13.845060,
199508,1.660267,14.810688,
199509,1.285476,12.841452,
199510,1.538346,14.439780,
199511,1.500158,12.139956,
199512,1.243000,13.008564,
199601,1.643340,13.843836,
199602,2.561030,13.103964,
199603,1.371254,12.938112,
199604,1.525112,13.347612,
199605,1.197368,11.814552,
199606,1.440381,11.786220,
199607,1.651777,12.676428,
199608,1.264694,8.893908,
199609,1.238912,12.044412,
199610,1.528613,11.967516,
199611,1.171690,11.907252,
