"YYYYMM","Diesel","Petrol","LPG","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
2023,47683,0,0,0,0,77,402
2024,54959,0,0,0,0,154,256
2025,57961,0,0,0,0,238,380
2026,40104,0,0,0,0,149,326
