"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
2016,6775,41,1,0,3,3
2017,8323,33,2,0,6,2
2018,8781,30,12,0,52,4
2019,8268,31,20,0,48,0
2020,6717,25,32,0,40,0
2021,8706,33,26,2,116,1
2022,9565,76,21,0,143,3
2023,9469,72,48,0,139,1
2024,8712,63,77,0,239,1
2025,6607,11,108,4,309,2
2026,3847,5,47,133,233,1
