"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
201601,474,1,0,0,0,0
201602,425,3,1,0,0,0
201603,585,2,0,0,1,1
201604,489,2,0,0,1,0
201605,569,5,0,0,0,0
201606,522,8,0,0,0,0
201607,580,2,0,0,0,0
201608,658,5,0,0,0,0
201609,715,3,0,0,1,0
201610,603,2,0,0,0,1
201611,651,4,0,0,0,1
201612,503,4,0,0,0,0
201701,510,3,0,0,0,0
201702,571,3,0,0,1,1
201703,814,1,0,0,0,0
201704,545,1,0,0,0,0
201705,777,2,0,0,1,0
201706,746,5,0,0,0,0
201707,731,4,1,0,1,0
201708,792,3,0,0,0,0
201709,740,4,0,0,0,0
201710,699,3,1,0,0,1
201711,737,3,0,0,2,0
201712,661,1,0,0,1,0
201801,646,1,0,0,1,0
201802,622,0,0,0,2,0
201803,691,1,1,0,4,1
201804,615,2,1,0,1,1
201805,781,5,0,0,0,0
201806,846,5,0,0,2,0
201807,860,4,1,0,10,0
201808,848,5,0,0,11,0
201809,796,2,2,0,2,1
201810,764,1,2,0,3,0
201811,789,3,4,0,1,1
201812,522,1,1,0,15,0
201901,685,3,2,0,3,0
201902,659,3,1,0,2,0
201903,769,3,2,0,2,0
201904,629,1,0,0,0,0
201905,763,1,1,0,0,0
201906,597,2,2,0,6,0
201907,732,3,1,0,2,0
201908,711,5,2,0,6,0
201909,753,3,2,0,9,0
201910,771,3,1,0,6,0
201911,692,2,5,0,6,0
201912,506,2,1,0,6,0
202001,597,2,1,0,0,0
202002,500,4,3,0,5,0
202003,538,2,1,0,1,0
202004,112,0,0,0,0,0
202005,587,1,6,0,2,0
202006,594,4,1,0,0,0
202007,615,2,7,0,5,0
202008,601,1,2,0,4,0
202009,701,2,2,0,1,0
202010,639,2,3,0,8,0
202011,634,3,2,0,4,0
202012,594,2,4,0,11,0
202101,513,2,2,0,1,0
202102,557,4,4,1,7,0
202103,847,1,3,0,12,0
202104,673,2,5,0,5,0
202105,701,2,0,0,5,0
202106,728,3,1,0,12,0
202107,700,6,1,0,10,1
202108,450,0,0,0,22,0
202109,709,0,1,0,7,0
202110,875,3,2,0,4,0
202111,965,4,5,1,21,0
202112,987,6,2,0,10,0
202201,631,4,0,0,16,0
202202,818,4,2,0,5,0
202203,875,9,2,0,16,0
202204,647,3,2,0,2,0
202205,804,6,4,0,12,0
202206,736,7,3,0,9,0
202207,755,5,2,0,8,0
202208,864,4,0,0,3,0
202209,923,12,1,0,18,1
202210,892,10,1,0,25,0
202211,959,7,2,0,24,0
202212,660,5,2,0,5,2
202301,590,4,2,0,11,0
202302,734,12,1,0,8,0
202303,931,11,3,0,3,0
202304,615,7,5,0,2,0
202305,756,5,4,0,9,0
202306,801,6,4,0,22,0
202307,771,5,4,0,26,1
202308,858,5,4,0,25,0
202309,873,6,5,0,7,0
202310,819,1,7,0,11,0
202311,1002,3,7,0,7,0
202312,718,7,2,0,8,0
202401,824,8,10,0,24,0
202402,757,8,5,0,45,0
202403,775,12,3,0,25,0
202404,688,3,4,0,19,0
202405,766,9,3,0,28,0
202406,661,2,6,0,31,0
202407,670,2,15,0,14,0
202408,752,3,7,0,8,0
202409,688,4,8,0,2,1
202410,792,3,5,0,3,0
202411,861,5,6,0,7,0
202412,477,4,5,0,33,0
202501,512,2,10,0,16,0
202502,473,0,7,0,9,1
202503,514,2,9,0,11,1
202504,456,0,11,0,26,0
202505,442,3,11,0,45,0
202506,484,2,10,0,13,0
202507,558,1,10,1,35,0
202508,644,1,7,0,46,0
202509,627,0,11,0,37,0
202510,674,0,12,2,29,0
202511,656,0,6,0,12,0
202512,569,0,4,1,30,0
202601,464,0,7,0,12,0
202602,481,1,7,1,32,0
202603,553,1,9,13,52,0
202604,406,2,7,29,28,0
202605,417,0,7,27,28,0
202606,534,1,3,25,44,0
