"YYYYMM","Diesel","Petrol","LPG","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
202306,12041,0,0,0,0,20,96
202312,35642,0,0,0,0,57,306
202406,30492,0,0,0,0,96,136
202412,24467,0,0,0,0,58,120
202506,29466,0,0,0,0,80,175
202512,28495,0,0,0,0,158,205
202606,35765,0,0,0,0,130,282
202612,4339,0,0,0,0,19,44
