"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
201201,317,0,0,0,0,0
201202,400,0,0,0,0,0
201203,491,0,0,0,0,0
201204,501,0,0,0,0,0
201205,629,0,0,0,0,0
201206,567,0,0,0,0,0
201207,514,0,0,0,0,0
201208,495,1,0,0,0,0
201209,414,0,0,0,0,0
201210,415,0,0,0,0,0
201211,509,1,0,0,0,0
201212,524,0,0,0,0,0
201301,399,0,0,0,0,0
201302,221,0,0,0,0,0
201303,485,0,0,0,0,0
201304,437,0,0,0,0,0
201305,491,0,0,0,0,0
201306,372,1,0,0,0,0
201307,415,0,0,0,0,0
201308,277,0,0,0,0,0
201309,349,0,0,0,0,0
201310,462,0,0,0,0,0
201311,373,0,0,0,0,0
201312,535,0,0,0,0,0
201401,300,0,0,0,0,0
201402,287,0,0,0,0,0
201403,499,0,1,0,0,0
201404,413,0,5,0,0,0
201405,485,0,0,0,0,0
201406,431,0,1,0,0,0
201407,552,0,1,0,0,0
201408,399,0,0,0,0,0
201409,465,0,1,0,0,0
201410,450,0,0,0,0,0
201411,377,0,0,0,0,0
201412,467,0,1,0,0,0
201501,432,0,1,0,0,0
201502,343,0,0,0,0,0
201503,554,0,0,0,0,0
201504,560,0,1,0,0,0
201505,552,0,2,0,0,0
201506,589,0,0,0,0,0
201507,570,0,0,0,0,0
201508,483,0,1,0,0,0
201509,529,1,1,0,0,0
201510,498,0,0,0,0,0
201511,477,0,1,0,0,0
201512,422,0,2,0,0,0
201601,431,0,3,0,0,0
201602,227,0,0,0,0,0
201603,503,1,3,0,0,0
201604,463,2,0,0,0,0
201605,594,2,0,0,0,0
201606,499,0,0,0,0,0
201607,580,1,2,0,0,0
201608,415,0,0,0,0,0
201609,495,0,1,0,0,0
201610,416,0,1,0,0,0
201611,389,0,1,0,0,0
201612,457,0,3,0,0,0
201701,438,0,0,0,1,0
201702,344,0,0,0,0,0
201703,630,0,1,0,0,0
201704,528,1,0,0,0,0
201705,587,0,1,0,0,0
201706,581,1,13,0,0,0
201707,476,0,0,0,0,0
201708,530,0,1,0,0,0
201709,511,0,0,0,0,0
201710,466,0,1,0,0,0
201711,555,0,0,0,0,0
201712,843,0,0,0,0,0
201801,342,0,0,0,0,0
201802,371,0,0,0,0,0
201803,720,0,4,0,0,0
201804,585,0,0,0,0,0
201805,825,0,1,0,0,0
201806,733,0,0,0,0,0
201807,879,0,0,0,0,0
201808,717,1,1,0,0,0
201809,780,0,3,0,0,0
201810,912,0,1,0,0,0
201811,823,0,0,0,0,0
201812,942,0,0,0,0,0
201901,734,0,0,0,0,0
201902,498,0,0,0,0,0
201903,859,0,0,0,0,0
201904,928,0,0,0,0,0
201905,971,0,2,0,0,0
201906,812,0,0,0,0,0
201907,1047,0,0,0,0,0
201908,562,0,2,0,0,0
201909,848,0,1,0,0,0
201910,943,0,6,0,0,0
201911,816,0,1,0,0,0
201912,858,0,3,0,0,0
202001,762,0,1,0,0,0
202002,814,0,1,0,0,0
202003,1001,0,1,0,0,0
202004,740,0,0,0,0,0
202005,808,0,1,0,0,0
202006,814,0,1,0,0,0
202007,1016,0,2,0,0,0
202008,832,0,0,0,0,0
202009,1023,0,0,0,0,0
202010,826,0,1,0,0,0
202011,852,0,2,0,0,0
202012,784,1,1,0,0,0
202101,919,0,0,0,0,0
202102,623,1,0,0,0,0
202103,1060,0,1,0,0,0
202104,1018,0,0,0,0,0
202105,1116,0,0,0,0,0
202106,1118,0,0,0,0,0
202107,1170,0,3,0,0,0
202108,987,0,2,0,0,0
202109,1191,0,0,0,0,0
202110,1048,0,0,0,0,0
202111,1117,1,0,0,0,0
202112,1109,0,0,0,0,0
202201,724,0,0,0,0,0
202202,600,0,0,0,0,0
202203,923,0,0,0,0,0
202204,761,0,0,0,0,0
202205,896,0,2,0,0,0
202206,970,0,4,0,0,0
202207,1074,0,2,0,0,0
202208,897,0,1,0,0,0
202209,1156,0,0,0,0,0
202210,1051,0,0,0,0,0
202211,1230,0,0,0,0,0
202212,1089,0,5,0,1,0
202301,371,0,0,0,0,0
202302,572,0,1,0,1,0
202303,853,0,3,0,0,0
202304,614,0,3,0,0,0
202305,913,0,0,0,0,0
202306,667,0,0,0,1,0
202307,747,0,0,0,0,0
202308,686,0,2,0,0,0
202309,647,0,5,0,0,0
202310,542,0,10,0,0,0
202311,625,0,0,0,0,0
202312,611,0,0,0,0,0
202401,545,0,2,0,0,0
202402,271,0,0,0,0,0
202403,482,0,0,0,0,0
202404,508,0,0,0,0,0
202405,548,0,0,0,0,0
202406,519,0,0,0,1,0
202407,568,0,0,0,1,0
202408,447,0,3,0,0,0
202409,535,0,0,0,0,0
202410,409,0,17,0,2,0
202411,482,0,4,0,0,0
202412,678,0,1,0,2,0
202501,309,0,1,0,2,0
202502,360,0,0,0,1,0
202503,501,0,0,0,0,0
202504,514,0,0,0,0,0
202505,580,0,0,0,0,0
202506,506,0,1,0,3,0
202507,488,0,2,0,1,0
202508,486,0,0,0,0,0
202509,385,0,15,0,4,0
202510,422,0,1,0,3,0
202511,394,0,4,0,1,0
202512,530,0,2,0,3,0
202601,437,0,0,0,0,0
202602,287,0,0,0,0,0
202603,463,0,0,0,4,0
202604,482,0,1,0,0,0
202605,475,0,0,0,1,0
202606,465,0,0,0,2,0
