"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
201206,2905,0,0,0,0,0
201212,2871,2,0,0,0,0
201306,2405,1,0,0,0,0
201312,2411,0,0,0,0,0
201406,2415,0,7,0,0,0
201412,2710,0,3,0,0,0
201506,3030,0,4,0,0,0
201512,2979,1,5,0,0,0
201606,2717,5,6,0,0,0
201612,2752,1,8,0,0,0
201706,3108,2,15,0,1,0
201712,3381,0,2,0,0,0
201806,3576,0,5,0,0,0
201812,5053,1,5,0,0,0
201906,4802,0,2,0,0,0
201912,5074,0,13,0,0,0
202006,4939,0,5,0,0,0
202012,5333,1,6,0,0,0
202106,5854,1,1,0,0,0
202112,6622,1,5,0,0,0
202206,4874,0,6,0,0,0
202212,6497,0,8,0,1,0
202306,3990,0,7,0,2,0
202312,3858,0,17,0,0,0
202406,2873,0,2,0,1,0
202412,3119,0,25,0,5,0
202506,2770,0,2,0,6,0
202512,2705,0,24,0,12,0
202606,2609,0,1,0,7,0
