"YYYYMM","Diesel","Petrol","LPG / LPG blend","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
2019,553,0,1,0,0,0,0
2020,471,0,0,0,0,0,0
2021,611,2,2,0,0,0,0
2022,567,0,0,0,0,0,0
2023,742,1,2,4,0,0,0
2024,956,4,4,0,0,2,0
2025,1014,4,5,0,0,19,1
2026,578,4,1,0,0,30,0
