"YYYYMM","Diesel","CNG","Plugin hybrid","Battery electric","Others"
201906,5671,32,0,0,352
201912,3562,27,6,0,203
202006,2931,31,1,0,227
202012,3783,50,1,0,338
202106,3995,39,1,0,408
202112,3680,26,0,2,528
202206,4029,12,0,0,446
202212,3987,43,0,4,467
202306,4859,4,0,5,382
202312,4585,20,0,5,554
202406,4775,1,0,8,4
202412,4358,6,0,19,1
202506,4427,11,0,57,3
202512,4566,15,0,79,4
202606,4972,4,0,61,16
202612,1283,2,0,26,12
