"YYYYMM","Diesel","Petrol","LPG","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
202306,12041,0,0,0,0,20,96
202309,18234,0,0,0,0,21,170
202312,17408,0,0,0,0,36,136
202403,14178,0,0,0,0,42,64
202406,16314,0,0,0,0,54,72
202409,10679,0,0,0,0,25,36
202412,13788,0,0,0,0,33,84
202503,12359,0,0,0,0,40,91
202506,17107,0,0,0,0,40,84
202509,13098,0,0,0,0,71,61
202512,15397,0,0,0,0,87,144
202603,15958,0,0,0,0,56,153
202606,19807,0,0,0,0,74,129
202609,7656,0,0,0,0,58,82
