"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
201203,1208,0,0,0,0,0
201206,1697,0,0,0,0,0
201209,1423,1,0,0,0,0
201212,1448,1,0,0,0,0
201303,1105,0,0,0,0,0
201306,1300,1,0,0,0,0
201309,1041,0,0,0,0,0
201312,1370,0,0,0,0,0
201403,1086,0,1,0,0,0
201406,1329,0,6,0,0,0
201409,1416,0,2,0,0,0
201412,1294,0,1,0,0,0
201503,1329,0,1,0,0,0
201506,1701,0,3,0,0,0
201509,1582,1,2,0,0,0
201512,1397,0,3,0,0,0
201603,1161,1,6,0,0,0
201606,1556,4,0,0,0,0
201609,1490,1,3,0,0,0
201612,1262,0,5,0,0,0
201703,1412,0,1,0,1,0
201706,1696,2,14,0,0,0
201709,1517,0,1,0,0,0
201712,1864,0,1,0,0,0
201803,1433,0,4,0,0,0
201806,2143,0,1,0,0,0
201809,2376,1,4,0,0,0
201812,2677,0,1,0,0,0
201903,2091,0,0,0,0,0
201906,2711,0,2,0,0,0
201909,2457,0,3,0,0,0
201912,2617,0,10,0,0,0
202003,2577,0,3,0,0,0
202006,2362,0,2,0,0,0
202009,2871,0,2,0,0,0
202012,2462,1,4,0,0,0
202103,2602,1,1,0,0,0
202106,3252,0,0,0,0,0
202109,3348,0,5,0,0,0
202112,3274,1,0,0,0,0
202203,2247,0,0,0,0,0
202206,2627,0,6,0,0,0
202209,3127,0,3,0,0,0
202212,3370,0,5,0,1,0
202303,1796,0,4,0,1,0
202306,2194,0,3,0,1,0
202309,2080,0,7,0,0,0
202312,1778,0,10,0,0,0
202403,1298,0,2,0,0,0
202406,1575,0,0,0,1,0
202409,1550,0,3,0,1,0
202412,1569,0,22,0,4,0
202503,1170,0,1,0,3,0
202506,1600,0,1,0,3,0
202509,1359,0,17,0,5,0
202512,1346,0,7,0,7,0
202603,1187,0,0,0,4,0
202606,1422,0,1,0,3,0
