"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
201603,1484,6,1,0,1,1
201606,1580,15,0,0,1,0
201609,1953,10,0,0,1,0
201612,1757,10,0,0,0,2
201703,1895,7,0,0,1,1
201706,2068,8,0,0,1,0
201709,2263,11,1,0,1,0
201712,2097,7,1,0,3,1
201803,1959,2,1,0,7,1
201806,2242,12,1,0,3,1
201809,2504,11,3,0,23,1
201812,2075,5,7,0,19,1
201903,2113,9,5,0,7,0
201906,1989,4,3,0,6,0
201909,2196,11,5,0,17,0
201912,1968,7,7,0,18,0
202003,1635,8,5,0,6,0
202006,1293,5,7,0,2,0
202009,1917,5,11,0,10,0
202012,1868,7,9,0,23,0
202103,1917,7,9,1,20,0
202106,2103,7,6,0,22,0
202109,1859,6,2,0,39,1
202112,2827,13,9,1,35,0
202203,2324,17,4,0,37,0
202206,2188,16,9,0,23,0
202209,2542,21,3,0,29,1
202212,2511,22,5,0,54,2
202303,2254,27,6,0,22,0
202306,2172,18,13,0,33,0
202309,2502,16,13,0,58,1
202312,2539,11,16,0,26,0
202403,2356,28,18,0,94,0
202406,2116,14,13,0,78,0
202409,2110,9,30,0,24,1
202412,2130,12,16,0,43,0
202503,1499,4,26,0,36,2
202506,1382,5,32,0,84,0
202509,1829,2,28,1,118,0
202512,1899,0,22,3,71,0
202603,1498,2,23,14,96,0
202606,1357,3,17,81,100,0
202609,466,0,4,22,1,1
