"YYYYMM","Diesel","Petrol","LPG / LPG blend","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
201906,300,0,0,0,0,0,0
201912,253,0,1,0,0,0,0
202006,175,0,0,0,0,0,0
202012,296,0,0,0,0,0,0
202106,311,1,1,0,0,0,0
202112,300,1,1,0,0,0,0
202206,274,0,0,0,0,0,0
202212,293,0,0,0,0,0,0
202306,336,1,0,2,0,0,0
202312,406,0,2,2,0,0,0
202406,501,1,4,0,0,0,0
202412,455,3,0,0,0,2,0
202506,487,0,2,0,0,12,0
202512,527,4,3,0,0,7,1
202606,483,2,0,0,0,23,0
202612,95,2,1,0,0,7,0
