"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1994,16.513969,1.718271,23.248171,2.339020,0,-10.791494
1995,17.348108,1.834370,23.863369,2.441862,0,-10.791494
1996,17.227779,2.082840,23.605750,2.330683,0,-10.791494
1997,17.894937,2.139777,24.174374,2.372279,0,-10.791494
1998,18.479422,2.357333,24.528932,2.384651,0,-10.791494
1999,19.022635,2.538317,24.851607,2.424205,0,-10.791494
2000,20.264424,3.355651,25.250780,2.449487,0,-10.791494
2001,20.557264,3.111428,25.764371,2.472959,0,-10.791494
2002,21.922318,3.068592,26.236597,2.497804,0,-9.880675
2003,23.590725,3.011508,26.801376,2.585683,0,-8.807841
2004,23.789243,3.070673,27.309347,2.585134,0,-9.175910
2005,26.455289,3.027614,27.791227,2.648363,0,-7.011915
2006,26.409738,3.392581,28.294075,2.690905,0,-7.967823
2007,27.280004,2.985693,28.730334,2.787425,0,-7.223448
2008,27.001816,2.983684,29.429672,2.829345,0,-8.240885
2009,27.083057,3.287036,30.123704,2.930639,0,-9.258322
2010,26.439468,4.210016,30.188586,3.007909,0,-10.967044
2011,28.823203,4.601902,30.761746,3.247545,0,-9.787990
2012,28.072205,5.031211,29.416836,3.295069,0,-9.670911
2013,30.245076,5.658304,30.617040,3.479893,0,-9.510162
2014,32.048394,5.854933,31.914119,3.650720,0,-9.371378
2015,34.064942,6.953534,32.041097,3.826069,0,-8.755759
2016,31.343398,6.844192,32.297670,4.036481,0,-11.834945
2017,35.044360,9.737319,32.857874,4.193671,0,-11.744503
2018,37.174787,11.702451,33.310199,4.437494,0,-12.275357
2019,43.683622,14.246914,33.814785,4.612105,0,-8.990182
2020,41.577170,13.098708,34.350681,4.801998,0,-10.674216
2021,45.848480,17.334670,34.955050,5.036018,0,-11.477258
2022,38.195260,18.547885,34.603848,5.065485,0,-20.021958
