"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1994,16.513969,10.485081,0.155924,16.219572,0.444885,-10.791494
1995,17.348108,10.830268,0.161521,16.654884,0.492929,-10.791494
1996,17.227779,10.340777,0.152935,16.987436,0.538124,-10.791494
1997,17.894937,10.623743,0.112023,17.368368,0.582296,-10.791494
1998,18.479422,11.084376,0.068732,17.491150,0.626658,-10.791494
1999,19.022635,11.426285,0.094187,17.621508,0.672149,-10.791494
2000,20.264424,12.450571,0.101722,17.784130,0.719496,-10.791494
2001,20.557264,12.406037,0.106299,17.959127,0.877294,-10.791494
2002,21.922318,12.718009,0.115146,18.039274,0.930565,-9.880675
2003,23.590725,12.816647,0.153490,18.419007,1.009422,-8.807841
2004,23.789243,13.124062,0.138083,18.646301,1.056708,-9.175910
2005,26.455289,13.133227,0.301478,18.943373,1.089126,-7.011915
2006,26.409738,13.725964,0.303256,19.226920,1.121420,-7.967823
2007,27.280004,13.497196,0.318419,19.526769,1.161068,-7.223448
2008,27.001816,13.711431,0.316602,20.014561,1.200107,-8.240885
2009,27.083057,14.257308,0.322241,20.538594,1.223236,-9.258322
2010,26.439468,15.037249,0.301241,20.843171,1.224850,-10.967044
2011,28.823203,15.357126,0.354833,21.597667,1.301566,-9.787990
2012,28.072205,13.797495,0.477167,22.081425,1.387029,-9.670911
2013,30.245076,15.253814,0.594142,22.268524,1.638758,-9.510162
2014,32.048394,16.485008,0.719314,22.410148,1.805302,-9.371378
2015,34.064942,17.453109,0.839637,22.430224,2.097731,-8.755759
2016,31.343398,17.361755,0.809136,22.664727,2.342725,-11.834945
2017,35.044360,20.127316,0.977511,23.057455,2.626581,-11.744503
2018,37.174787,21.681597,1.458629,23.340370,2.969548,-12.275357
2019,43.683622,22.725938,3.006877,23.599971,3.341017,-8.990182
2020,41.577170,21.132299,3.512280,23.793406,3.813401,-10.674216
2021,45.848480,25.120130,4.111100,23.806544,4.287963,-11.477258
2022,38.195260,25.014290,4.794891,23.593746,4.814291,-20.021958
