"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1994,-10.791494,0,0,0,0,0,0,0
1995,-10.791494,0,0,0,0,0,0,0
1996,-10.791494,0,0,0,0,0,0,0
1997,-10.791494,0,0,0,0,0,0,0
1998,-10.791494,0,0,0,0,0,0,0
1999,-10.791494,0,0,0,0,0,0,0
2000,-10.791494,0,0,0,0,0,0,0
2001,-10.791494,0,0,0,0,0,0,0
2002,-10.421882,0.174730,0.371767,0,-0.005290,0,0,0
2003,-11.201036,0.550199,1.865493,0,-0.022497,0,0,0
2004,-11.727160,0.827812,1.762757,0,-0.039319,0,0,0
2005,-12.194285,1.073380,4.157309,0,-0.048320,0,0,0
2006,-12.409424,1.202161,3.301024,0,-0.061584,0,0,0
2007,-12.512926,1.260020,4.100982,0,-0.071524,0,0,0
2008,-12.657000,1.271963,3.233828,0,-0.089676,0,0,0
2009,-12.801075,1.283906,2.366674,0,-0.107827,0,0,0
2010,-10.967044,0,0,0,0,0,0,0
2011,-13.063098,1.300261,2.113252,0,-0.138405,0,0,0
2012,-13.220329,1.346675,2.346285,0,-0.143543,0,0,0
2013,-13.377560,1.436761,2.579318,0,-0.148681,0,0,0
2014,-13.534791,1.504881,2.812351,0,-0.153819,0,0,0
2015,-13.971036,1.706605,3.698237,0,-0.189564,0,0,0
2016,-14.466899,2.022305,0.871491,0,-0.261844,0,0,0
2017,-14.926930,2.463022,1.099433,0,-0.380029,0,0,0
2018,-15.554421,3.025483,1.196180,0,-0.942598,0,0,0
2019,-15.544478,3.384889,4.127995,0,-0.958587,0,0,0
2020,-18.348839,4.317132,4.771509,0,-1.414019,0,0,0
2021,-18.778837,5.449572,4.005210,0,-2.153203,0,0,0
2022,-18.072100,6.345516,-0.038794,0,-8.256580,0,0,0
