"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
2000,3.758236,1.309185,,1.252455,1.133485,0.063111,,
2001,4.965038,2.280042,,1.323956,1.294775,0.066266,,
2002,5.126202,2.336430,,1.268792,1.451558,0.069422,,
2003,4.625021,2.017714,,1.359135,1.175594,0.072577,,
2004,4.576936,2.238364,,1.507087,0.787308,0.044177,,
2005,5.073714,2.414883,,1.545337,1.066161,0.047333,,
2006,5.237090,2.358495,,1.675758,1.152348,0.050488,,
2007,5.221672,2.029973,,1.745265,1.405412,0.041022,,
2008,5.572397,2.231009,,2.006977,1.309167,0.025244,,
2009,4.909372,1.809324,,1.860321,1.214484,0.025244,,
2010,5.157154,2.422238,,2.004317,0.680110,0.050488,,
2011,4.782681,1.931906,,2.090775,0.709511,0.050488,,
2012,6.582897,3.606389,,2.118876,0.788211,0.069422,,
2013,6.681740,3.667680,,2.175259,0.785157,0.053644,,
2014,7.379515,4.197238,,2.255875,0.863291,0.063111,,
2015,8.340363,5.111707,,2.421993,0.784575,0.022089,,
2016,8.049335,3.971686,,2.473407,1.588464,0.015778,,
2017,8.951826,4.501244,,2.550692,1.880957,0.018933,,
2018,7.336917,2.843923,,2.804266,1.669795,0.018933,,
2019,7.182807,3.738778,,2.765460,0.669103,0.009467,,
2020,6.400277,2.657597,,2.987182,0.746032,0.009467,,
2021,8.267410,2.924828,,3.242880,2.090235,0.009467,,
2022,7.299302,3.591679,,2.398347,1.287187,0.022089,,
