"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
2000,4.796788,0.096238,,4.617852,0.082698,
2001,5.616382,0.117051,,5.405249,0.094082,
2002,13.519918,0.118353,,8.395382,0.083686,4.922497
2003,12.274835,0.112691,,7.023267,0.085159,5.053717
2004,12.839315,0.116910,,7.493405,0.086465,5.142535
2005,12.402058,0.125597,,6.852691,0.087675,5.336095
2006,7.998489,0.132052,,4.555929,0.088857,3.221651
2007,6.065815,0.134770,,3.983271,0.090056,1.857719
2008,11.822796,0.148443,,4.905986,0.091515,6.676851
2009,6.708204,0.133523,,5.284151,0.092907,1.197623
2010,13.608709,0.141411,,5.715490,0.094302,7.657506
2011,14.323101,0.138400,,5.381156,0.102104,8.701440
2012,11.532856,0.169462,,4.875767,0.103448,6.384179
2013,9.682022,0.174973,,4.543345,0.105314,4.858389
2014,6.472752,0.188678,,4.259109,0.107126,1.917839
2015,4.747166,0.210214,,3.769943,0.108520,0.658489
2016,4.202109,0.198186,,3.756595,0.110150,0.137178
2017,5.123973,0.213361,,3.637568,0.111813,1.161232
2018,3.931629,0.196912,,3.226389,0.113532,0.394796
2019,3.686620,0.199976,,3.041325,0.115276,0.330043
2020,3.571328,0.193796,,2.868699,0.115478,0.393354
2021,3.894165,0.233642,,2.660980,0.116130,0.883413
2022,3.393974,0.187039,,2.501646,0.112121,0.593168
