"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
2000,7.565599,5.489284,0.805166,1.271149,,
2001,9.479616,7.101354,0.889921,1.488341,,
2002,165.200920,7.976790,1.449884,2.278316,0.001535,153.494394
2003,38.169599,7.629441,1.602970,1.913596,0.002694,27.020898
2004,52.900739,10.127355,1.694226,2.039647,0.004122,39.035389
2005,27.167992,6.490036,1.540640,1.872480,0.006133,17.258704
2006,38.325052,6.677210,0.862249,1.265862,0.006341,29.513389
2007,-4.449952,6.280936,0.819724,1.115146,0.006872,-12.672629
2008,150.883470,6.971292,0.882116,1.363675,0.014178,141.652209
2009,-25.617143,5.695924,0.875044,1.460304,0.015220,-33.663633
2010,181.429081,5.729398,0.930021,1.577069,0.015341,173.177253
2011,269.292842,5.820997,0.875603,1.489740,0.015341,261.091161
2012,88.686830,7.790345,0.977071,1.364399,0.015395,78.539620
2013,93.545584,7.555739,0.977612,1.278263,0.015565,83.718406
2014,0.012044,8.147032,1.000214,1.207052,0.015943,-10.358197
2015,-39.281043,9.230540,1.010551,1.083500,0.015606,-50.621240
2016,-56.435875,8.762713,1.013413,1.077207,0.015902,-67.305111
2017,-22.657679,9.760351,1.033171,1.050126,0.022457,-34.523784
2018,-48.930656,8.020009,1.108944,0.937261,0.020324,-59.017194
2019,-51.046041,8.109485,1.027445,0.889493,0.020331,-61.092795
2020,-49.513447,7.663673,1.002893,0.842163,0.020595,-59.042770
2021,-31.570237,9.913004,1.032321,0.797849,0.019832,-43.333244
2022,-62.756255,8.897803,1.122094,0.742214,0.023126,-73.541492
