"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
2000,5.489284,3.718355,1.768427,0.000393,0.002109,
2001,7.101354,4.917464,2.181446,0.000299,0.002145,
2002,158.358303,5.077270,2.897181,0.000153,0.002187,150.381513
2003,31.357383,4.577715,3.047941,0.001309,0.002476,23.727942
2004,45.788490,4.528505,5.594231,0.001933,0.002686,35.661135
2005,20.351857,5.022769,1.463685,0.000700,0.002881,13.861821
2006,33.943115,5.183061,1.490865,0.000367,0.002917,27.265904
2007,-7.687673,5.165562,1.112066,0.000273,0.003035,-13.968609
2008,143.965603,5.511712,1.455852,0.000616,0.003112,136.994311
2009,-28.803194,4.854164,0.837842,0.000888,0.003029,-34.499118
2010,173.564630,5.100907,0.624110,0.000996,0.003384,167.835232
2011,260.841870,4.726581,1.089084,0.001529,0.003803,255.020873
2012,81.876242,6.518450,1.267934,0.000304,0.003657,74.085897
2013,87.884841,6.615900,0.935238,0.000821,0.003780,80.329102
2014,-3.549086,7.309246,0.833126,0.000691,0.003969,-11.696118
2015,-41.850074,8.262335,0.963518,0.000963,0.003724,-51.080614
2016,-58.638095,7.971224,0.786795,0.000775,0.003919,-67.400808
2017,-25.573530,8.868019,0.888112,0.000182,0.004038,-35.333881
2018,-51.272602,7.256983,0.758510,0.000334,0.004182,-59.292611
2019,-53.213554,7.104106,0.998577,0.002596,0.004206,-61.323039
2020,-51.653509,6.321218,1.333760,0.004726,0.003969,-59.317182
2021,-34.036525,8.172167,1.734898,0.001443,0.004495,-43.949529
2022,-65.057494,7.224614,1.665993,0.002490,0.004705,-73.955297
