"Year","Cars","Light-duty trucks","Heavy-duty trucks/buses"
2000,1.200834,,
2001,1.282794,,
2002,1.220626,,
2003,1.311284,,
2004,1.443899,,
2005,1.472111,,
2006,1.596655,,
2007,1.699780,,
2008,1.959357,,
2009,1.815695,,
2010,1.913424,,
2011,2.001361,,
2012,2.027433,,
2013,2.117231,,
2014,2.195493,,
2015,2.351480,,
2016,2.406624,,
2017,2.478746,,
2018,2.731602,,
2019,2.697808,,
2020,2.915847,,
2021,3.158912,,
2022,2.329152,,
