"YYYYMM","Diesel","Natural gas","Flaring"
201001,0.011788,1.196608,0.052730
201002,0.023118,1.262798,0.038578
201003,0.029383,1.381804,0.041291
201004,0.017344,1.076266,0.043879
201005,0.024459,1.364341,0.043172
201006,0.035753,0.394645,0.056602
201007,0.013591,1.139696,0.031357
201008,0.015921,1.021537,0.030650
201009,0.013470,1.146035,0.038466
201010,0.044267,1.226521,0.039712
201011,0.048961,1.371484,0.040845
201012,0.069100,1.385110,0.039362
201101,0.053464,1.415262,0.036969
201102,0.047221,1.210456,0.045385
201103,0.045576,1.408070,0.040076
201104,0.021424,1.103955,0.046309
201105,0.017316,1.064357,0.037953
201106,0.023192,1.057708,0.041290
201107,0.033933,1.021152,0.035375
201108,0.031222,0.913501,0.033524
201109,0.035089,0.945054,0.036802
201110,0.044071,1.057730,0.035359
201111,0.016613,0.978626,0.045933
201112,0.035898,1.078673,0.044120
201201,0.020111,1.080580,0.040983
201202,0.026651,1.235751,0.034597
201203,0.002877,0.988100,0.038257
201204,0.021713,1.203091,0.040880
201205,0.031910,1.161754,0.037624
201206,0.017877,1.217527,0.040104
201207,0.028654,1.225189,0.041660
201208,0.008951,1.086643,0.041728
201209,0.006854,1.035166,0.036420
201210,0.011481,1.317586,0.035946
201211,0.029224,1.256738,0.027124
201212,0.023947,1.160572,0.051614
201301,0.003964,1.052400,0.036372
201302,0.007708,0.961252,0.036088
201303,0.002051,0.936328,0.047563
201304,0.004172,0.896431,0.053940
201305,0.006900,0.954729,0.038787
201306,0.032231,0.171442,0.041720
201307,0.004002,1.104569,0.035841
201308,0.012297,1.016853,0.038039
201309,0.008753,0.967107,0.039239
201310,0.014958,1.068111,0.031886
201311,0.004959,0.999566,0.028937
201312,0.004437,1.036786,0.048650
201401,0.001613,0.956439,0.024819
201402,0.007980,0.779266,0.024202
201403,0.004468,1.091476,0.030391
201404,0.050231,1.053373,0.037741
201405,0.052438,1.005370,0.037512
201406,0.039525,0.924621,0.032770
201407,0.071324,1.061127,0.033238
201408,0.066996,1.005002,0.039310
201409,0.109203,0.986937,0.047858
201410,0.058702,0.988126,0.032318
201411,0.093789,0.928553,0.034475
201412,0.098675,0.925298,0.031877
201501,0.064233,0.908383,0.030893
201502,0.076574,0.819057,0.040551
201503,0.071048,0.884234,0.044685
201504,0.081531,0.857800,0.036249
201505,0.089659,0.963652,0.053982
201506,0.040765,0.881215,0.040704
201507,0.091237,1.019458,0.039377
201508,0.034050,1.033863,0.041573
201509,0.059990,0.950458,0.039695
201510,0.090672,0.982656,0.037837
201511,0.047966,0.924577,0.033680
201512,0.073448,0.956549,0.034451
201601,0.104225,0.931732,0.042989
201602,0.068871,0.904933,0.051054
201603,0.069253,0.854360,0.049325
201604,0.040286,0.816900,0.049576
201605,0.073158,0.926438,0.133789
201606,0.109954,0.144978,0.047214
201607,0.025525,0.917757,0.041971
201608,0.038598,0.878074,0.034595
201609,0.052826,0.868863,0.032803
201610,0.033318,0.907324,0.033490
201611,0.047397,0.889586,0.049149
201612,0.037522,0.909932,0.037926
201701,0.047584,0.885071,0.034047
201702,0.050295,0.793436,0.032392
201703,0.032905,0.888036,0.030815
201704,0.051594,0.879480,0.029683
201705,0.045174,0.894223,0.037569
201706,0.053366,0.960220,0.034181
201707,0.038605,0.859017,0.034948
201708,0.029256,0.928627,0.024362
201709,0.060273,0.928203,0.024046
201710,0.032804,0.922409,0.026980
201711,0.039470,0.880714,0.035833
201712,0.053950,0.879864,0.032241
201801,0.041851,0.911217,0.030606
201802,0.039858,0.744579,0.028865
201803,0.049836,0.919324,0.047382
201804,0.045816,0.875538,0.039933
201805,0.038342,0.954467,0.038339
201806,0.044769,0.852283,0.041129
201807,0.024216,0.919161,0.040507
201808,0.025095,1.013673,0.042664
201809,0.024828,0.979849,0.036367
201810,0.022942,0.944888,0.030640
201811,0.028695,0.876796,0.042402
201812,0.036459,0.907913,0.035443
201901,0.019447,0.967508,0.033367
201902,0.044595,0.852319,0.030161
201903,0.048107,1.012639,0.034126
201904,0.053018,0.981949,0.031925
201905,0.061060,1.041585,0.029207
201906,0.081372,0.159432,0.085818
201907,0.031095,1.028621,0.032130
201908,0.048989,1.043457,0.030507
201909,0.044932,0.834057,0.038611
201910,0.033795,1.038571,0.027851
201911,0.051795,0.998895,0.029189
201912,0.064384,0.966511,0.044010
202001,0.051190,0.978351,0.029033
202002,0.028261,0.931738,0.026625
202003,0.035722,0.884256,0.027736
202004,0.018830,0.848226,0.026775
202005,0.019347,0.920293,0.026885
202006,0.016977,0.812224,0.036390
202007,0.034410,0.848290,0.030428
202008,0.037377,0.892435,0.032857
202009,0.021170,0.865204,0.030488
202010,0.058833,0.883743,0.030976
202011,0.041224,0.839572,0.031819
202012,0.044189,0.919830,0.031733
202101,0.036954,0.881003,0.037219
202102,0.047969,0.831683,0.031351
202103,0.051760,0.931759,0.032551
202104,0.056966,0.915650,0.032854
202105,0.061459,0.867743,0.039113
202106,0.069248,0.881183,0.031704
202107,0.055046,1.026447,0.033018
202108,0.052942,0.977745,0.033867
202109,0.037409,0.948184,0.033913
202110,0.027177,0.950395,0.035721
202111,0.022942,0.924046,0.034278
202112,0.007059,0.929985,0.030923
202201,0.023295,0.875472,0.028796
202202,0.014471,0.815988,0.023877
202203,0.007878,0.889352,0.023858
202204,0,0.952227,0.001437
202205,0.059189,0.890221,0.013560
202206,0.086117,0.267099,0.027017
202207,0.024706,0.975212,0.001307
202208,0.016412,0.904375,0.001188
202209,0.009177,0.782251,0.000856
202210,0.010377,0.829905,0.001498
202211,0.002824,0.812777,0.000485
202212,0.005824,0.808543,0.035037
202301,0.001765,0.832681,0.001994
202302,0.004941,0.767555,0.000613
202303,0.001571,0.837172,0.002689
202304,0.004772,0.817984,0.003406
202305,0.001761,0.860444,0.005098
202306,0.001941,0.803362,0.017183
202307,0.004367,0.947353,0.004091
202308,0.000847,0.790045,0.004015
202309,0.001729,0.783916,0.005113
202310,0.001518,0.955031,0.002560
202311,0.002019,0.859523,0.008934
202312,0.001765,0.885641,0.005925
202401,0,1.006378,0.003631
202402,0.004941,0.914701,0.001537
202403,0.022942,1.027288,0.002569
202404,0.026259,1.011831,0.001100
202405,0.014711,0.989034,0.012315
202406,0.008058,0.896964,0.005504
202407,0.014647,1.008893,0.001545
202408,0.018996,0.980258,0.001821
202409,0.033954,0.917316,0.002535
202410,0.024706,0.965000,0.003002
202411,0.016236,1.033079,0.002270
202412,0.022942,1.084184,0.002815
202501,0.022942,1.112826,0.001891
202502,0.019146,0.958799,0.005766
