"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
2010,-10.183960,0.565583,2.075223,0.025593,0.086533,0.070102,0.036120,0
2020,-10.034787,2.303620,3.816193,0,0.669167,0,-0.011410,0
2021,-9.649603,1.911103,2.944590,0,0.365713,0,-0.010670,0
2022,-10.219990,2.820877,4.967893,0,0.684677,0,-0.011310,0
