"Year","Living biomass (gains)","Living biomass (losses)","Dead wood (net)","Litter (net)","Mineral Soils (net)","Organic Soils (net)"
2010,-10.501537,0.666518,,-0.090574,-0.285206,
2020,-9.461840,0.462653,,-0.260804,-0.795308,
2021,-9.064186,0.462653,,-0.263698,-0.805164,
2022,-9.527976,0.462653,,-0.291068,-0.883977,
