"Year","Living biomass (net)","Dead wood (net)","Litter (net)","Mineral Soils (net)","Organic Soils (net)"
2010,-9.835019,,-0.090574,-0.285206,
2020,-8.999187,,-0.260804,-0.795308,
2021,-8.601533,,-0.263698,-0.805164,
2022,-9.065322,,-0.291068,-0.883977,
