"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
2010,19.388577,9.329776,2.777894,5.792223,1.389196,0.099489,,
2020,24.290087,13.616702,3.080155,5.958712,1.530196,0.104322,,
2021,26.562619,14.730575,3.007555,7.004571,1.691823,0.128094,,
2022,28.054875,15.654338,3.136536,7.431227,1.697488,0.135286,,
