"Year","Europe","Asia","Africa","North America","South America","Middle East","Oceania"
1976,45.835484,10.292959,1.464237,38.307271,1.914380,1.205312,0.980357
1977,45.658649,10.605053,1.496071,38.039182,1.950161,1.265027,0.985856
1978,45.489177,10.918088,1.529597,37.766204,1.986012,1.319819,0.991103
1979,45.319542,11.224755,1.565885,37.495301,2.023912,1.375542,0.995065
1980,45.170067,11.515237,1.606340,37.219813,2.061960,1.425348,1.001235
1981,45.015537,11.791895,1.647552,36.968216,2.094991,1.472704,1.009105
1982,44.868694,12.076290,1.690322,36.700737,2.126959,1.519433,1.017563
1983,44.721890,12.365325,1.733818,36.433119,2.154335,1.567865,1.023648
1984,44.546989,12.662785,1.781379,36.182401,2.180202,1.616201,1.030042
1985,44.386838,12.966581,1.826893,35.910968,2.204880,1.667292,1.036548
1986,44.220235,13.273982,1.872505,35.640885,2.229132,1.720909,1.042352
1987,44.035438,13.585145,1.914229,35.389030,2.254947,1.772490,1.048720
1988,43.818049,13.919354,1.956193,35.146302,2.279902,1.825602,1.054597
1989,43.592385,14.251793,1.991556,34.918288,2.303237,1.880857,1.061884
1990,43.384360,14.581677,2.018951,34.682973,2.326113,1.934968,1.070958
1991,43.125106,14.913178,2.047273,34.433512,2.347141,2.054635,1.079154
1992,42.837711,15.266947,2.073218,34.240571,2.370201,2.122728,1.088624
1993,42.519918,15.627161,2.101917,34.060699,2.395553,2.196940,1.097812
1994,42.167130,15.999035,2.138177,33.895488,2.419788,2.273527,1.106855
1995,41.808190,16.383947,2.177551,33.727309,2.446007,2.340826,1.116171
1996,41.442037,16.772169,2.216361,33.566216,2.473015,2.405092,1.125111
1997,41.067617,17.153442,2.255261,33.420865,2.504043,2.464240,1.134532
1998,40.713216,17.488986,2.294417,33.293648,2.539982,2.524856,1.144894
1999,40.347973,17.839273,2.329324,33.165636,2.572132,2.590269,1.155393
2000,39.973986,18.185209,2.364037,33.045343,2.602183,2.663897,1.165345
2001,39.623011,18.525692,2.395694,32.916067,2.628901,2.735061,1.175574
2002,39.265025,18.887610,2.422730,32.780187,2.656062,2.803180,1.185206
2003,38.888495,19.292225,2.453595,32.619646,2.679307,2.872995,1.193738
2004,38.502063,19.710018,2.486006,32.450012,2.702248,2.947585,1.202068
2005,38.102621,20.159263,2.516405,32.265772,2.724762,3.021726,1.209451
2006,37.700387,20.633561,2.545713,32.058099,2.747175,3.099056,1.216009
2007,37.288583,21.128433,2.574334,31.846976,2.769863,3.169866,1.221946
2008,36.875161,21.637828,2.604690,31.613982,2.793718,3.247132,1.227489
2009,36.456097,22.165623,2.634422,31.367103,2.815318,3.328147,1.233290
2010,36.026063,22.717892,2.662434,31.105972,2.841149,3.409380,1.237111
2011,35.581882,23.312042,2.689851,30.824783,2.864631,3.487221,1.239590
2012,35.142565,23.907720,2.714986,30.532538,2.889828,3.570585,1.241778
2013,34.706458,24.489860,2.739049,30.257789,2.917848,3.645919,1.243077
2014,34.269624,25.055400,2.767046,29.993684,2.945688,3.724776,1.243783
2015,33.854090,25.597895,2.792122,29.732395,2.970427,3.807998,1.245073
2016,33.457269,26.120727,2.818453,29.474277,2.990893,3.891545,1.246836
2017,33.069125,26.640757,2.843593,29.214942,3.008095,3.975048,1.248440
2018,32.681822,27.163965,2.865548,28.965510,3.019004,4.054601,1.249551
2019,32.295237,27.687504,2.892267,28.715052,3.029292,4.130153,1.250494
2020,31.932169,28.204954,2.914582,28.465381,3.034236,4.197425,1.251253
2021,31.567537,28.718957,2.937600,28.217635,3.043647,4.264565,1.250059
2022,31.202730,29.225507,2.958252,27.981678,3.052256,4.330562,1.249014
