"Year","Europe","Asia","Africa","North America","South America","Middle East","Oceania"
1850,89.846713,0.006702,0,10.089633,0,0,0.056951
1851,88.673853,0.003335,0,11.267572,0,0,0.055240
1852,88.095011,0.002188,0,11.848974,0,0,0.053827
1853,87.537810,0.001608,0,12.402431,0,0,0.058150
1854,87.381103,0.001227,0,12.556243,0,0,0.061427
1855,86.950860,0.003983,0,12.979543,0,0,0.065614
1856,86.682305,0.003298,0,13.241530,0,0,0.072867
1857,86.453913,0.002810,0,13.463692,0,0,0.079585
1858,86.260844,0.023147,0,13.631173,0,0,0.084835
1859,86.043126,0.048420,0,13.814371,0,0,0.094084
1860,85.937843,0.068731,0,13.889076,0,0,0.104351
1861,85.988525,0.080438,0,13.820425,0,0,0.110612
1862,85.994828,0.090851,0,13.792444,0,0,0.121877
1863,85.892395,0.100404,0,13.878652,0,0,0.128549
1864,85.809147,0.107047,0,13.946436,0,0,0.137370
1865,85.804550,0.111619,0,13.935274,0,0.003176,0.145380
1866,85.812875,0.121234,0,13.901388,0,0.006936,0.157567
1867,85.662585,0.118215,0,14.042665,0,0.010367,0.166169
1868,85.420473,0.114475,0,14.274843,0,0.012400,0.177809
1869,85.113128,0.112711,0,14.572865,0,0.015440,0.185857
1870,84.800339,0.111573,0,14.880038,0,0.016484,0.191566
1871,84.530319,0.112466,0,15.143252,0,0.017828,0.196135
1872,84.128690,0.112724,0,15.538192,0,0.019420,0.200973
1873,83.707200,0.112069,0,15.952615,0,0.020620,0.207496
1874,83.315169,0.119064,0,16.327760,0,0.021939,0.216069
1875,83.030587,0.133963,0,16.588923,0,0.023900,0.222627
1876,82.821531,0.148564,0,16.776683,0,0.024901,0.228321
1877,82.530984,0.160500,0,17.046397,0,0.027221,0.234899
1878,82.283033,0.192602,0,17.251066,0,0.028296,0.245004
1879,81.885925,0.223562,0,17.608571,0,0.027620,0.254323
1880,81.470050,0.252999,0,17.989286,0,0.026933,0.260732
1881,81.054981,0.279284,0,18.369487,0,0.026567,0.269681
1882,80.574356,0.305198,0,18.813705,0,0.025974,0.280767
1883,80.093548,0.331351,0,19.255385,0,0.025402,0.294315
1884,79.589607,0.357557,0.000123,19.718679,0.000020,0.024959,0.309054
1885,79.121139,0.382567,0.000310,20.147031,0.000039,0.024650,0.324263
1886,78.634565,0.407897,0.000533,20.595166,0.000074,0.024059,0.337705
1887,78.134585,0.435945,0.000733,21.049301,0.005270,0.023992,0.350174
1888,77.478052,0.464067,0.001057,21.661142,0.009031,0.023906,0.362746
1889,77.046110,0.497563,0.001567,22.037696,0.016105,0.024409,0.376551
1890,76.481810,0.530972,0.002686,22.554518,0.020852,0.024607,0.384554
1891,75.911787,0.567702,0.003685,23.071806,0.023546,0.024868,0.396606
1892,75.319200,0.604429,0.005251,23.612551,0.027659,0.025120,0.405791
1893,74.742130,0.645411,0.011255,24.131771,0.031920,0.025414,0.412099
1894,74.342071,0.689476,0.018793,24.467074,0.037174,0.025531,0.419880
1895,73.858384,0.738969,0.028451,24.877722,0.044360,0.025512,0.426601
1896,73.441020,0.787853,0.039957,25.220744,0.050981,0.025667,0.433778
1897,73.049836,0.838097,0.051834,25.536471,0.056549,0.025386,0.441827
1898,72.609893,0.897638,0.065993,25.888066,0.062621,0.025641,0.450147
1899,72.097757,0.953248,0.077188,26.319639,0.069280,0.026149,0.456739
1900,71.597318,1.013650,0.079230,26.742675,0.073777,0.027455,0.465894
1901,71.009779,1.082076,0.084691,27.232488,0.085383,0.028389,0.477195
1902,70.396760,1.147343,0.093868,27.747090,0.098027,0.029427,0.487486
1903,69.664447,1.207335,0.106257,28.386844,0.109744,0.030589,0.494785
1904,69.011018,1.274792,0.119516,28.938038,0.122339,0.031957,0.502340
1905,68.291732,1.334219,0.133849,29.563323,0.134491,0.033428,0.508957
1906,67.579999,1.398924,0.149295,30.167121,0.151042,0.034793,0.518826
1907,66.771509,1.495613,0.164472,30.839471,0.165698,0.036334,0.526904
1908,66.206322,1.600935,0.179308,31.255431,0.182968,0.037531,0.537505
1909,65.574091,1.698555,0.195644,31.753973,0.196008,0.038927,0.542803
1910,64.885473,1.786132,0.213167,32.309687,0.213363,0.039999,0.552179
1911,64.267052,1.874197,0.228191,32.794420,0.231910,0.041650,0.562581
1912,63.644304,1.953395,0.242911,33.293370,0.249575,0.042906,0.573539
1913,63.027961,2.040993,0.257636,33.779653,0.266301,0.044747,0.582708
1914,62.479390,2.136696,0.272106,34.190149,0.277787,0.046547,0.597325
1915,61.908733,2.219056,0.285676,34.645066,0.286012,0.047749,0.607709
1916,61.279418,2.304027,0.301654,35.162175,0.291128,0.048812,0.612786
1917,60.561010,2.391233,0.318214,35.769130,0.292357,0.050465,0.617592
1918,59.777192,2.477536,0.332999,36.440959,0.294047,0.052793,0.624473
1919,59.117851,2.586143,0.349152,36.959027,0.298931,0.056641,0.632256
1920,58.399668,2.664766,0.365133,37.564927,0.303985,0.061557,0.639964
1921,57.857352,2.744773,0.381559,37.991397,0.309921,0.067649,0.647349
1922,57.402889,2.823020,0.392621,38.334007,0.317642,0.075317,0.654503
1923,56.689694,2.898872,0.406075,38.934845,0.326198,0.084785,0.659531
1924,56.201029,2.979409,0.420019,39.298167,0.338632,0.096212,0.666533
1925,55.711611,3.055115,0.434268,39.665245,0.352173,0.107402,0.674186
1926,55.100685,3.129394,0.449759,40.152677,0.366417,0.119214,0.681855
1927,54.670819,3.203476,0.462590,40.461627,0.381116,0.131630,0.688741
1928,54.280435,3.281690,0.475410,40.727160,0.397553,0.144051,0.693700
1929,53.903038,3.355403,0.487157,40.988881,0.414909,0.155263,0.695348
1930,53.607412,3.431119,0.497837,41.169403,0.428781,0.167615,0.697834
1931,53.406422,3.506901,0.506403,41.261553,0.439926,0.179364,0.699431
1932,53.264912,3.586121,0.513806,41.285958,0.454107,0.192584,0.702513
1933,53.098780,3.672495,0.521566,41.324014,0.470483,0.206822,0.705840
1934,52.933444,3.768649,0.530651,41.346237,0.488713,0.223431,0.708876
1935,52.769053,3.871552,0.540867,41.356193,0.508359,0.241144,0.712832
1936,52.558507,3.974865,0.551264,41.413685,0.525425,0.259705,0.716548
1937,52.364374,4.074836,0.561869,41.449518,0.548386,0.280718,0.720299
1938,52.270270,4.181380,0.574128,41.378415,0.569514,0.301398,0.724896
1939,52.134338,4.287184,0.586607,41.347202,0.589731,0.324078,0.730860
1940,51.960252,4.411283,0.598647,41.345371,0.609944,0.341036,0.733467
1941,51.717003,4.534867,0.612091,41.417995,0.628619,0.351595,0.737831
1942,51.410807,4.629230,0.627440,41.576611,0.644614,0.367789,0.743508
1943,51.101995,4.710208,0.642394,41.751426,0.660120,0.385583,0.748274
1944,50.731280,4.777571,0.659650,41.990999,0.677927,0.410107,0.752466
1945,50.268268,4.796846,0.679386,42.353772,0.698407,0.444478,0.758843
1946,49.936800,4.787024,0.697279,42.575628,0.748524,0.489537,0.765207
1947,49.621445,4.786999,0.712567,42.798800,0.768336,0.541469,0.770383
1948,49.326216,4.794217,0.727946,43.007907,0.789990,0.578357,0.775368
1949,49.184636,4.836162,0.745928,43.058119,0.809924,0.583734,0.781498
1950,48.976827,4.875189,0.768751,43.159177,0.847178,0.582832,0.790046
1951,48.795973,4.929073,0.791673,43.214429,0.891508,0.578470,0.798875
1952,48.642748,5.000322,0.816970,43.223060,0.935760,0.573046,0.808094
1953,48.493939,5.077284,0.841040,43.225425,0.977175,0.568990,0.816147
1954,48.397212,5.165839,0.865592,43.155655,1.023155,0.567016,0.825532
1955,48.289756,5.262278,0.891303,43.080817,1.071126,0.570534,0.834185
1956,48.182928,5.368628,0.916146,42.992412,1.121164,0.576227,0.842495
1957,48.094469,5.497681,0.941140,42.863178,1.171730,0.582013,0.849789
1958,47.982622,5.716724,0.966384,42.673976,1.214792,0.588866,0.856636
1959,47.834079,5.994266,0.988452,42.463826,1.260115,0.595687,0.863576
1960,47.697236,6.293611,1.010450,42.220571,1.299946,0.607587,0.870599
1961,47.614792,6.527020,1.032891,41.989073,1.338932,0.620137,0.877155
1962,47.560168,6.719638,1.054340,41.765776,1.380693,0.635968,0.883418
1963,47.518499,6.910665,1.075935,41.533652,1.417189,0.654227,0.889834
1964,47.472821,7.097960,1.099642,41.301445,1.454369,0.676596,0.897169
1965,47.406126,7.296800,1.126105,41.070373,1.490035,0.704666,0.905894
1966,47.322157,7.506128,1.151347,40.845077,1.524573,0.737191,0.913527
1967,47.229580,7.701112,1.178201,40.639942,1.560915,0.768754,0.921495
1968,47.127366,7.912278,1.206652,40.421455,1.597984,0.805098,0.929168
1969,47.008057,8.153641,1.235870,40.183968,1.636658,0.845351,0.936456
1970,46.838321,8.451334,1.265764,39.938854,1.677285,0.884706,0.943734
1971,46.670222,8.765285,1.298703,39.668089,1.715870,0.931589,0.950242
1972,46.492829,9.077588,1.331847,39.408967,1.753566,0.979718,0.955486
1973,46.308072,9.385333,1.365950,39.146083,1.794299,1.037383,0.962880
1974,46.143438,9.681836,1.399972,38.874067,1.837172,1.094322,0.969193
1975,45.990157,9.992168,1.431257,38.588292,1.876563,1.145396,0.976167
